Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; 1, detached","Margin of Error; 1, detached","Estimate; 1, attached","Margin of Error; 1, attached"
6065030503,"Census Tract 305.03, Riverside County, California",1191,32,307,104,6,18
6065030601,"Census Tract 306.01, Riverside County, California",1620,94,1562,95,58,39
6065030602,"Census Tract 306.02, Riverside County, California",1287,32,1110,65,177,55
6065030603,"Census Tract 306.03, Riverside County, California",1082,35,1073,40,9,15
6065030700,"Census Tract 307, Riverside County, California",2233,54,1652,123,40,38
6065030800,"Census Tract 308, Riverside County, California",2468,60,2090,150,39,43
6065030900,"Census Tract 309, Riverside County, California",873,63,854,64,0,132
6065031001,"Census Tract 310.01, Riverside County, California",2201,46,1355,117,113,63
6065031002,"Census Tract 310.02, Riverside County, California",1224,36,951,83,28,30
6065031100,"Census Tract 311, Riverside County, California",1668,97,1381,110,10,16
6065031200,"Census Tract 312, Riverside County, California",2232,42,2047,91,74,48
6065031300,"Census Tract 313, Riverside County, California",716,22,641,72,23,37
6065031401,"Census Tract 314.01, Riverside County, California",2261,66,1316,140,69,55
6065031402,"Census Tract 314.02, Riverside County, California",2355,46,1125,128,0,132
6065031501,"Census Tract 315.01, Riverside County, California",2121,115,1054,154,0,132
6065031502,"Census Tract 315.02, Riverside County, California",2701,64,1781,196,148,85
6065031600,"Census Tract 316, Riverside County, California",3036,99,1363,184,631,171
6065031701,"Census Tract 317.01, Riverside County, California",837,36,730,70,0,132
6065031702,"Census Tract 317.02, Riverside County, California",719,35,712,36,0,132
6065031703,"Census Tract 317.03, Riverside County, California",1164,35,891,93,0,132
6065031704,"Census Tract 317.04, Riverside County, California",1836,51,1068,131,208,71
6065040100,"Census Tract 401, Riverside County, California",2094,102,1998,114,0,132
6065040201,"Census Tract 402.01, Riverside County, California",1652,80,1108,108,280,104
6065040202,"Census Tract 402.02, Riverside County, California",923,34,537,90,11,18
6065040203,"Census Tract 402.03, Riverside County, California",1126,70,427,127,43,48
6065040204,"Census Tract 402.04, Riverside County, California",973,50,642,112,67,73
6065040301,"Census Tract 403.01, Riverside County, California",2200,114,1238,158,73,50
6065040302,"Census Tract 403.02, Riverside County, California",2122,44,2098,54,24,27
6065040303,"Census Tract 403.03, Riverside County, California",808,53,593,84,27,29
6065040401,"Census Tract 404.01, Riverside County, California",2560,101,2269,173,170,144
6065040402,"Census Tract 404.02, Riverside County, California",1086,26,958,79,16,23
6065040403,"Census Tract 404.03, Riverside County, California",1362,38,1281,80,54,56
6065040501,"Census Tract 405.01, Riverside County, California",1799,50,1441,89,0,132
6065040502,"Census Tract 405.02, Riverside County, California",1424,65,848,125,62,54
6065040503,"Census Tract 405.03, Riverside County, California",1867,43,653,91,61,39
6065040602,"Census Tract 406.02, Riverside County, California",11433,289,10194,319,215,107
6065040603,"Census Tract 406.03, Riverside County, California",642,16,542,73,0,132
6065040604,"Census Tract 406.04, Riverside County, California",1476,37,1476,37,0,132
6065040605,"Census Tract 406.05, Riverside County, California",762,46,726,62,19,27
6065040606,"Census Tract 406.06, Riverside County, California",826,37,769,64,26,43
6065040701,"Census Tract 407.01, Riverside County, California",719,45,711,45,8,13
6065040702,"Census Tract 407.02, Riverside County, California",985,43,937,68,11,18
6065040703,"Census Tract 407.03, Riverside County, California",968,46,954,48,7,11
6065040803,"Census Tract 408.03, Riverside County, California",3013,131,2786,150,37,37
6065040804,"Census Tract 408.04, Riverside County, California",1049,86,1016,90,33,41
6065040805,"Census Tract 408.05, Riverside County, California",167,74,167,74,0,132
6065040806,"Census Tract 408.06, Riverside County, California",824,25,800,39,0,132
6065040807,"Census Tract 408.07, Riverside County, California",1024,36,1017,38,0,132
6065040808,"Census Tract 408.08, Riverside County, California",2247,60,1129,133,16,26
6065040809,"Census Tract 408.09, Riverside County, California",930,51,682,94,30,47
6065040810,"Census Tract 408.10, Riverside County, California",4032,82,2478,186,84,65
6065040811,"Census Tract 408.11, Riverside County, California",2766,68,1374,181,346,120
6065040901,"Census Tract 409.01, Riverside County, California",2073,67,1141,135,158,78
6065040902,"Census Tract 409.02, Riverside County, California",1601,42,1184,100,0,132
6065040903,"Census Tract 409.03, Riverside County, California",797,47,674,78,71,54
6065040904,"Census Tract 409.04, Riverside County, California",946,32,844,84,32,52
6065041001,"Census Tract 410.01, Riverside County, California",856,29,497,57,37,22
6065041002,"Census Tract 410.02, Riverside County, California",812,21,734,55,78,50
6065041003,"Census Tract 410.03, Riverside County, California",670,45,643,55,22,25
6065041004,"Census Tract 410.04, Riverside County, California",1398,54,670,93,56,44
6065041100,"Census Tract 411, Riverside County, California",2101,72,1379,133,185,105
6065041201,"Census Tract 412.01, Riverside County, California",981,57,835,75,8,15
6065041202,"Census Tract 412.02, Riverside County, California",1021,33,991,46,30,35
6065041203,"Census Tract 412.03, Riverside County, California",1015,29,557,98,0,132
6065041300,"Census Tract 413, Riverside County, California",1823,135,1488,133,74,61
6065041403,"Census Tract 414.03, Riverside County, California",1077,28,810,77,0,132
6065041404,"Census Tract 414.04, Riverside County, California",964,32,949,36,15,18
6065041405,"Census Tract 414.05, Riverside County, California",1275,39,780,87,0,132
6065041406,"Census Tract 414.06, Riverside County, California",2004,42,971,112,0,132
6065041407,"Census Tract 414.07, Riverside County, California",1759,57,692,120,34,40
6065041408,"Census Tract 414.08, Riverside County, California",1484,63,229,81,173,74
6065041409,"Census Tract 414.09, Riverside County, California",3954,117,3598,153,96,90
6065041410,"Census Tract 414.10, Riverside County, California",646,65,491,102,34,33
6065041411,"Census Tract 414.11, Riverside County, California",818,31,583,86,12,18
6065041412,"Census Tract 414.12, Riverside County, California",1485,65,838,131,118,59
6065041500,"Census Tract 415, Riverside County, California",435,68,185,61,20,23
6065041600,"Census Tract 416, Riverside County, California",1718,62,838,121,57,53
6065041702,"Census Tract 417.02, Riverside County, California",1263,34,1206,58,32,29
6065041703,"Census Tract 417.03, Riverside County, California",1626,49,219,88,72,47
6065041704,"Census Tract 417.04, Riverside County, California",868,58,546,87,8,12
6065041803,"Census Tract 418.03, Riverside County, California",1664,42,1664,42,0,132
6065041804,"Census Tract 418.04, Riverside County, California",1141,28,1084,49,57,38
6065041805,"Census Tract 418.05, Riverside County, California",1920,44,1192,111,39,26
6065041806,"Census Tract 418.06, Riverside County, California",1171,29,1111,49,60,37
6065041807,"Census Tract 418.07, Riverside County, California",660,23,660,23,0,132
6065041808,"Census Tract 418.08, Riverside County, California",1724,56,1616,92,35,50
6065041809,"Census Tract 418.09, Riverside County, California",2038,41,894,90,187,94
6065041810,"Census Tract 418.10, Riverside County, California",1507,46,1507,46,0,132
6065041811,"Census Tract 418.11, Riverside County, California",3233,96,3067,120,132,75
6065041812,"Census Tract 418.12, Riverside County, California",998,29,998,29,0,132
6065041813,"Census Tract 418.13, Riverside County, California",2033,51,1178,145,106,56
6065041903,"Census Tract 419.03, Riverside County, California",3698,87,2508,192,494,130
6065041904,"Census Tract 419.04, Riverside County, California",1468,24,1217,85,0,132
6065041905,"Census Tract 419.05, Riverside County, California",883,27,405,78,21,22
6065041906,"Census Tract 419.06, Riverside County, California",1976,44,840,122,256,71
6065041907,"Census Tract 419.07, Riverside County, California",1702,40,1639,62,29,44
6065041908,"Census Tract 419.08, Riverside County, California",5270,189,4385,210,234,116
6065041909,"Census Tract 419.09, Riverside County, California",1464,24,1291,84,56,60
6065042003,"Census Tract 420.03, Riverside County, California",1389,64,943,99,0,132
6065042004,"Census Tract 420.04, Riverside County, California",1027,29,1009,37,9,15
6065042005,"Census Tract 420.05, Riverside County, California",1293,35,1128,80,22,26
6065042006,"Census Tract 420.06, Riverside County, California",7102,127,6133,181,91,40
6065042007,"Census Tract 420.07, Riverside County, California",1458,74,1086,100,7,11
6065042008,"Census Tract 420.08, Riverside County, California",2066,66,2048,71,0,132
6065042009,"Census Tract 420.09, Riverside County, California",1735,82,1366,139,14,22
6065042010,"Census Tract 420.10, Riverside County, California",1433,66,659,123,0,132
6065042100,"Census Tract 421, Riverside County, California",661,48,489,64,35,27
6065042202,"Census Tract 422.02, Riverside County, California",263,79,98,59,69,49
6065042205,"Census Tract 422.05, Riverside County, California",4104,116,2302,207,116,67
6065042206,"Census Tract 422.06, Riverside County, California",2632,71,825,141,83,60
6065042207,"Census Tract 422.07, Riverside County, California",1126,51,829,78,23,25
6065042208,"Census Tract 422.08, Riverside County, California",921,25,873,53,24,28
6065042209,"Census Tract 422.09, Riverside County, California",1625,69,74,48,129,79
6065042210,"Census Tract 422.10, Riverside County, California",1995,57,165,46,52,36
6065042211,"Census Tract 422.11, Riverside County, California",1485,75,0,132,11,17
6065042212,"Census Tract 422.12, Riverside County, California",2219,54,1754,134,0,132
6065042213,"Census Tract 422.13, Riverside County, California",1599,53,1279,100,14,21
6065042214,"Census Tract 422.14, Riverside County, California",1930,70,1897,74,10,17
6065042300,"Census Tract 423, Riverside County, California",2056,87,1497,139,70,48
6065042401,"Census Tract 424.01, Riverside County, California",628,25,615,31,0,132
6065042402,"Census Tract 424.02, Riverside County, California",1358,33,1350,36,8,13
6065042403,"Census Tract 424.03, Riverside County, California",1235,54,1222,53,0,132
6065042404,"Census Tract 424.04, Riverside County, California",583,20,433,60,27,35
6065042405,"Census Tract 424.05, Riverside County, California",1903,88,396,119,29,44
6065042406,"Census Tract 424.06, Riverside County, California",1315,33,1019,81,41,42
6065042407,"Census Tract 424.07, Riverside County, California",947,22,927,33,0,132
6065042408,"Census Tract 424.08, Riverside County, California",874,50,850,60,0,132
6065042409,"Census Tract 424.09, Riverside County, California",1035,37,1025,39,8,13
6065042410,"Census Tract 424.10, Riverside County, California",1453,43,1395,79,58,77
6065042411,"Census Tract 424.11, Riverside County, California",819,29,806,36,0,132
6065042412,"Census Tract 424.12, Riverside County, California",1565,60,1516,73,0,132
6065042504,"Census Tract 425.04, Riverside County, California",862,41,451,74,10,15
6065042505,"Census Tract 425.05, Riverside County, California",1005,70,700,104,53,53
6065042506,"Census Tract 425.06, Riverside County, California",2460,97,1458,161,0,132
6065042507,"Census Tract 425.07, Riverside County, California",1208,32,1199,35,9,15
6065042508,"Census Tract 425.08, Riverside County, California",1380,30,1023,97,20,22
6065042509,"Census Tract 425.09, Riverside County, California",904,30,625,86,0,132
6065042510,"Census Tract 425.10, Riverside County, California",1275,35,1275,35,0,132
6065042511,"Census Tract 425.11, Riverside County, California",1040,26,661,90,97,55
6065042512,"Census Tract 425.12, Riverside County, California",956,51,572,92,0,132
6065042513,"Census Tract 425.13, Riverside County, California",874,27,811,62,20,26
6065042514,"Census Tract 425.14, Riverside County, California",948,29,466,83,66,56
6065042515,"Census Tract 425.15, Riverside County, California",1071,69,454,97,47,51
6065042516,"Census Tract 425.16, Riverside County, California",943,33,783,84,18,21
6065042517,"Census Tract 425.17, Riverside County, California",892,42,695,73,38,36
6065042518,"Census Tract 425.18, Riverside County, California",835,29,694,71,0,132
6065042519,"Census Tract 425.19, Riverside County, California",552,24,211,58,18,21
6065042520,"Census Tract 425.20, Riverside County, California",1216,36,782,66,91,52
6065042521,"Census Tract 425.21, Riverside County, California",1301,40,1261,51,22,25
6065042522,"Census Tract 425.22, Riverside County, California",1119,37,1084,53,35,55
6065042523,"Census Tract 425.23, Riverside County, California",467,17,457,24,10,17
6065042602,"Census Tract 426.02, Riverside County, California",3692,170,3151,175,118,69
6065042603,"Census Tract 426.03, Riverside County, California",4062,163,3260,186,62,59
