Id2,Geography,Total; Estimate; Population 25 years and over,Total; Margin of Error; Population 25 years and over,Percent of population 25 years and over  with Bachelor's degree,MOE Percent of population 25 years and over  with Bachelor's degree
6041106001,"Census Tract 1060.01, Marin County, California",3173,283,29.7,6
6041106002,"Census Tract 1060.02, Marin County, California",4588,451,17.5,4.6
6041107000,"Census Tract 1070, Marin County, California",4317,273,33.4,4.9
6041108100,"Census Tract 1081, Marin County, California",4929,241,34.4,4.6
6041108200,"Census Tract 1082, Marin County, California",4659,299,36,5.9
6041109000,"Census Tract 1090, Marin County, California",5900,444,27.5,4.4
6041110100,"Census Tract 1101, Marin County, California",4433,538,35.9,6.9
6041110200,"Census Tract 1102, Marin County, California",4269,246,37.3,5.7
6041111000,"Census Tract 1110, Marin County, California",3682,328,34.5,5.9
6041112100,"Census Tract 1121, Marin County, California",3164,242,24.7,5.5
6041112200,"Census Tract 1122, Marin County, California",6500,551,8.3,2.5
6041113000,"Census Tract 1130, Marin County, California",2878,276,35.3,6.8
6041114100,"Census Tract 1141, Marin County, California",3603,234,37,5.6
6041114200,"Census Tract 1142, Marin County, California",1998,152,35.1,6.2
6041115000,"Census Tract 1150, Marin County, California",5193,325,36.5,4.4
6041116000,"Census Tract 1160, Marin County, California",2079,191,36.2,6.1
6041117000,"Census Tract 1170, Marin County, California",3143,236,41.8,5.3
6041118100,"Census Tract 1181, Marin County, California",1308,87,43.5,5.8
6041118200,"Census Tract 1182, Marin County, California",241,190,24.5,31.7
6041119100,"Census Tract 1191, Marin County, California",3442,458,34.4,6
6041119200,"Census Tract 1192, Marin County, California",4948,313,38.9,4.5
6041120000,"Census Tract 1200, Marin County, California",4355,259,32.7,4.4
6041121100,"Census Tract 1211, Marin County, California",3950,234,41.8,6.7
6041121200,"Census Tract 1212, Marin County, California",5021,274,29,5.4
6041122000,"Census Tract 1220, Marin County, California",3770,219,1.9,1
6041123000,"Census Tract 1230, Marin County, California",1669,142,40.7,8.9
6041124100,"Census Tract 1241, Marin County, California",3819,249,35.8,6.3
6041124200,"Census Tract 1242, Marin County, California",3947,234,40.3,6.5
6041125000,"Census Tract 1250, Marin County, California",2754,216,33.2,6
6041126100,"Census Tract 1261, Marin County, California",3689,256,39.9,5.3
6041126200,"Census Tract 1262, Marin County, California",3206,282,33.5,8.1
6041127000,"Census Tract 1270, Marin County, California",2850,229,33.9,5.9
6041128100,"Census Tract 1281, Marin County, California",4395,286,33.5,5.6
6041128200,"Census Tract 1282, Marin County, California",3478,182,43.6,4.7
6041129000,"Census Tract 1290, Marin County, California",1583,213,29.9,9.2
6041130200,"Census Tract 1302, Marin County, California",6943,239,41.9,4.4
6041131000,"Census Tract 1310, Marin County, California",507,94,39.1,7.1
6041132100,"Census Tract 1321, Marin County, California",1356,177,27.2,8.1
6041132200,"Census Tract 1322, Marin County, California",1266,235,22.4,8.3
6041133000,"Census Tract 1330, Marin County, California",2113,243,30.2,7.5
6043000100,"Census Tract 1, Mariposa County, California",4616,381,12.3,4.1
6043000200,"Census Tract 2, Mariposa County, California",2705,295,3.8,2.5
6043000300,"Census Tract 3, Mariposa County, California",4804,372,12.5,3.7
6043000400,"Census Tract 4, Mariposa County, California",1349,394,26.9,8.4
6045010100,"Census Tract 101, Mendocino County, California",1915,207,10.9,5.7
6045010200,"Census Tract 102, Mendocino County, California",2425,242,15.7,5.5
6045010300,"Census Tract 103, Mendocino County, California",2974,228,14.5,3.5
6045010400,"Census Tract 104, Mendocino County, California",2166,184,15.7,4.3
6045010500,"Census Tract 105, Mendocino County, California",2734,279,8.1,3.1
6045010600,"Census Tract 106, Mendocino County, California",4863,338,17.5,4.6
6045010700,"Census Tract 107, Mendocino County, California",3685,385,6.5,3.3
6045010801,"Census Tract 108.01, Mendocino County, California",4060,358,10.9,3.3
6045010802,"Census Tract 108.02, Mendocino County, California",1300,181,19.7,5.5
6045010900,"Census Tract 109, Mendocino County, California",3088,278,12.2,4.3
6045011000,"Census Tract 110, Mendocino County, California",6468,452,25,4.1
6045011100,"Census Tract 111, Mendocino County, California",2694,318,20,4.4
6045011200,"Census Tract 112, Mendocino County, California",2218,264,18.4,6
6045011300,"Census Tract 113, Mendocino County, California",3554,311,10.5,3.7
6045011400,"Census Tract 114, Mendocino County, California",2597,283,18.8,4.3
6045011500,"Census Tract 115, Mendocino County, California",4103,325,9.8,3.1
6045011600,"Census Tract 116, Mendocino County, California",3275,363,6.7,2.8
6045011700,"Census Tract 117, Mendocino County, California",2889,299,15.3,4.2
6045011800,"Census Tract 118, Mendocino County, California",1353,191,11.8,6.2
6047000100,"Census Tract 1, Merced County, California",678,84,5.9,2.8
6047000200,"Census Tract 2, Merced County, California",7227,515,7.5,2.2
6047000301,"Census Tract 3.01, Merced County, California",2479,277,7.5,3
6047000303,"Census Tract 3.03, Merced County, California",1373,165,8.2,5.8
6047000304,"Census Tract 3.04, Merced County, California",4736,380,4.8,2.5
6047000400,"Census Tract 4, Merced County, California",5683,399,10,3.5
6047000503,"Census Tract 5.03, Merced County, California",2296,239,6.8,2.5
6047000504,"Census Tract 5.04, Merced County, California",2675,307,1.5,1
6047000505,"Census Tract 5.05, Merced County, California",3201,315,4,2.3
6047000601,"Census Tract 6.01, Merced County, California",2953,308,13.1,4.5
6047000602,"Census Tract 6.02, Merced County, California",2170,239,7.8,3.9
6047000603,"Census Tract 6.03, Merced County, California",3506,308,10.6,2.8
6047000701,"Census Tract 7.01, Merced County, California",1901,483,3,2.4
6047000702,"Census Tract 7.02, Merced County, California",2698,277,16.8,4
6047000801,"Census Tract 8.01, Merced County, California",2380,262,4.2,2.9
6047000802,"Census Tract 8.02, Merced County, California",2465,239,12.6,4.2
6047000901,"Census Tract 9.01, Merced County, California",2163,236,9.5,4.3
6047000902,"Census Tract 9.02, Merced County, California",3890,375,9.5,4.5
6047000903,"Census Tract 9.03, Merced County, California",823,209,13.5,8
6047001002,"Census Tract 10.02, Merced County, California",6011,465,19.9,4.7
6047001003,"Census Tract 10.03, Merced County, California",1955,235,4.7,3.3
6047001004,"Census Tract 10.04, Merced County, California",2451,402,8.8,3.5
6047001005,"Census Tract 10.05, Merced County, California",1209,207,5.5,3.8
6047001101,"Census Tract 11.01, Merced County, California",3843,486,12.2,4.6
6047001102,"Census Tract 11.02, Merced County, California",1568,121,34.3,6.6
6047001200,"Census Tract 12, Merced County, California",3281,230,17,5.2
6047001301,"Census Tract 13.01, Merced County, California",1967,244,6.9,4
6047001302,"Census Tract 13.02, Merced County, California",2483,343,5.6,3.4
6047001401,"Census Tract 14.01, Merced County, California",2289,260,3.8,2.4
6047001402,"Census Tract 14.02, Merced County, California",2769,230,8.3,3.6
6047001501,"Census Tract 15.01, Merced County, California",1398,193,8.2,3.5
6047001502,"Census Tract 15.02, Merced County, California",1443,234,0,2.7
6047001503,"Census Tract 15.03, Merced County, California",2214,280,1.2,1.5
6047001601,"Census Tract 16.01, Merced County, California",1468,202,2,2
6047001602,"Census Tract 16.02, Merced County, California",3225,499,4.8,3
6047001700,"Census Tract 17, Merced County, California",3297,407,4.7,3.4
6047001801,"Census Tract 18.01, Merced County, California",2242,407,24.2,5.4
6047001802,"Census Tract 18.02, Merced County, California",913,204,8.8,5.9
6047001901,"Census Tract 19.01, Merced County, California",2619,287,3.4,1.3
6047001902,"Census Tract 19.02, Merced County, California",1412,125,5.5,2
6047002000,"Census Tract 20, Merced County, California",4849,489,6.6,2.7
6047002100,"Census Tract 21, Merced County, California",2159,285,7.1,4.1
6047002201,"Census Tract 22.01, Merced County, California",3053,307,3.8,2.4
6047002202,"Census Tract 22.02, Merced County, California",5459,369,5.2,2.5
6047002301,"Census Tract 23.01, Merced County, California",3575,294,14.4,4.2
6047002302,"Census Tract 23.02, Merced County, California",6908,456,8.3,3
6047002400,"Census Tract 24, Merced County, California",4910,433,5.6,2.4
6049000100,"Census Tract 1, Modoc County, California",2261,195,11.3,4.3
6049000200,"Census Tract 2, Modoc County, California",1500,174,10.1,4.7
6049000300,"Census Tract 3, Modoc County, California",1818,192,9.2,5.4
6049000400,"Census Tract 4, Modoc County, California",975,118,15.3,4.5
6051000100,"Census Tract 1, Mono County, California",4042,238,17,5.2
6051000200,"Census Tract 2, Mono County, California",4797,262,17.5,5.2
6053000101,"Census Tract 1.01, Monterey County, California",1130,141,8.3,6.1
6053000102,"Census Tract 1.02, Monterey County, California",5211,334,12.9,3.1
6053000103,"Census Tract 1.03, Monterey County, California",1991,312,20.9,6.6
6053000104,"Census Tract 1.04, Monterey County, California",2056,169,12.9,5.5
6053000200,"Census Tract 2, Monterey County, California",3865,358,2.2,1.6
6053000300,"Census Tract 3, Monterey County, California",2765,439,6.7,3.5
6053000400,"Census Tract 4, Monterey County, California",3649,473,7.3,2.9
6053000500,"Census Tract 5, Monterey County, California",4325,621,4.4,3.4
6053000600,"Census Tract 6, Monterey County, California",3345,296,4.3,2.8
6053000700,"Census Tract 7, Monterey County, California",5758,536,0.5,0.6
6053000800,"Census Tract 8, Monterey County, California",2646,231,1.9,1.8
6053000900,"Census Tract 9, Monterey County, California",2586,261,1.8,1.2
6053001000,"Census Tract 10, Monterey County, California",433,197,8.1,9.1
6053001100,"Census Tract 11, Monterey County, California",2271,207,24.4,5.4
6053001200,"Census Tract 12, Monterey County, California",2220,207,22,6.7
6053001300,"Census Tract 13, Monterey County, California",1472,141,11.5,5
6053001400,"Census Tract 14, Monterey County, California",1645,150,17.1,4.9
6053001500,"Census Tract 15, Monterey County, California",3491,346,16.7,4.8
6053001600,"Census Tract 16, Monterey County, California",1808,163,12.8,5.6
6053001700,"Census Tract 17, Monterey County, California",2136,207,13.2,5.4
6053001800,"Census Tract 18, Monterey County, California",5464,442,10.8,3.2
6053010101,"Census Tract 101.01, Monterey County, California",2056,338,3.9,2.9
6053010102,"Census Tract 101.02, Monterey County, California",2116,211,12.8,4.4
6053010201,"Census Tract 102.01, Monterey County, California",2628,253,10.7,4
6053010202,"Census Tract 102.02, Monterey County, California",2894,215,11.9,3.4
6053010302,"Census Tract 103.02, Monterey County, California",847,177,11.9,6.7
6053010303,"Census Tract 103.03, Monterey County, California",166,143,0,21.2
6053010304,"Census Tract 103.04, Monterey County, California",3117,367,16.1,3.9
6053010305,"Census Tract 103.05, Monterey County, California",3076,232,16.9,4.5
6053010400,"Census Tract 104, Monterey County, California",3105,331,2.9,2.6
6053010501,"Census Tract 105.01, Monterey County, California",4670,364,16.1,4.1
6053010503,"Census Tract 105.03, Monterey County, California",5222,415,7,2.4
6053010504,"Census Tract 105.04, Monterey County, California",2535,262,8.6,3.8
6053010602,"Census Tract 106.02, Monterey County, California",3848,341,5,2.4
6053010603,"Census Tract 106.03, Monterey County, California",4295,290,17.7,4.8
6053010604,"Census Tract 106.04, Monterey County, California",2977,309,7.6,3.6
6053010605,"Census Tract 106.05, Monterey County, California",2050,223,4.6,2.2
6053010606,"Census Tract 106.06, Monterey County, California",2992,293,8.8,3
6053010701,"Census Tract 107.01, Monterey County, California",5103,300,25,4.6
6053010702,"Census Tract 107.02, Monterey County, California",2986,228,27.8,5.3
6053010801,"Census Tract 108.01, Monterey County, California",5319,390,3.7,1.5
6053010802,"Census Tract 108.02, Monterey County, California",577,145,2.3,2.5
6053010900,"Census Tract 109, Monterey County, California",9197,298,1.7,0.6
6053011000,"Census Tract 110, Monterey County, California",4860,405,24.1,4.7
6053011101,"Census Tract 111.01, Monterey County, California",3321,468,3.6,2.2
6053011102,"Census Tract 111.02, Monterey County, California",6431,461,8.5,3
6053011201,"Census Tract 112.01, Monterey County, California",4690,488,5,2.4
6053011202,"Census Tract 112.02, Monterey County, California",2789,300,3.2,2
6053011301,"Census Tract 113.01, Monterey County, California",4811,419,5.5,2.4
6053011302,"Census Tract 113.02, Monterey County, California",2529,287,4.6,2.5
6053011400,"Census Tract 114, Monterey County, California",2090,155,11.5,2.4
6053011500,"Census Tract 115, Monterey County, California",1027,233,21.5,7.7
6053011600,"Census Tract 116, Monterey County, California",6668,411,29,3.9
6053011700,"Census Tract 117, Monterey County, California",2912,334,32,5.7
6053011800,"Census Tract 118, Monterey County, California",3289,172,39,6.9
6053011900,"Census Tract 119, Monterey County, California",3621,349,42.8,6.9
6053012000,"Census Tract 120, Monterey County, California",2305,412,22,5.7
6053012100,"Census Tract 121, Monterey County, California",1469,141,24,5.8
6053012200,"Census Tract 122, Monterey County, California",2003,206,26.3,6.1
6053012301,"Census Tract 123.01, Monterey County, California",810,152,26.3,10.1
6053012302,"Census Tract 123.02, Monterey County, California",1308,126,29.6,6.5
6053012401,"Census Tract 124.01, Monterey County, California",1352,230,21.8,8.3
6053012402,"Census Tract 124.02, Monterey County, California",2221,236,32.3,5.6
6053012500,"Census Tract 125, Monterey County, California",3672,297,29.5,5.4
6053012600,"Census Tract 126, Monterey County, California",381,165,32.8,15.7
6053012700,"Census Tract 127, Monterey County, California",2693,226,32.8,4.8
6053012800,"Census Tract 128, Monterey County, California",4191,373,25.1,5.8
6053013000,"Census Tract 130, Monterey County, California",2466,366,29.6,6.7
6053013100,"Census Tract 131, Monterey County, California",984,152,48.3,12.7
6053013200,"Census Tract 132, Monterey County, California",2886,253,24.7,5.3
6053013300,"Census Tract 133, Monterey County, California",4092,338,23.4,6.9
6053013400,"Census Tract 134, Monterey County, California",1229,71,23.8,3.4
6053013500,"Census Tract 135, Monterey County, California",3617,321,10.8,3.2
6053013600,"Census Tract 136, Monterey County, California",2555,276,13.5,5.2
6053013700,"Census Tract 137, Monterey County, California",3034,312,5.6,2.6
6053013800,"Census Tract 138, Monterey County, California",3437,319,17.7,6
6053013900,"Census Tract 139, Monterey County, California",1738,197,12.5,5.2
6053014000,"Census Tract 140, Monterey County, California",1405,230,5.8,3.4
6053014101,"Census Tract 141.01, Monterey County, California",1841,251,25.3,7.1
6053014102,"Census Tract 141.02, Monterey County, California",1483,234,25.4,9.6
6053014103,"Census Tract 141.03, Monterey County, California",4085,372,17.9,4.9
6053014200,"Census Tract 142, Monterey County, California",5286,286,13.6,3.7
6053014301,"Census Tract 143.01, Monterey County, California",2287,201,14.6,4.3
