Id2,Geography,Estimate; Total,Margin of Error; Total
6055200802,"Census Tract 2008.02, Napa County, California",4736,420
6055200900,"Census Tract 2009, Napa County, California",1647,799
6055201001,"Census Tract 2010.01, Napa County, California",8558,432
6055201002,"Census Tract 2010.02, Napa County, California",8232,480
6055201100,"Census Tract 2011, Napa County, California",3630,328
6055201200,"Census Tract 2012, Napa County, California",4901,378
6055201300,"Census Tract 2013, Napa County, California",3273,27
6055201400,"Census Tract 2014, Napa County, California",7071,534
6055201500,"Census Tract 2015, Napa County, California",2090,387
6055201600,"Census Tract 2016, Napa County, California",5909,117
6055201700,"Census Tract 2017, Napa County, California",6356,730
6055201800,"Census Tract 2018, Napa County, California",1663,178
6055201900,"Census Tract 2019, Napa County, California",1044,214
6055202000,"Census Tract 2020, Napa County, California",5178,20
6057000102,"Census Tract 1.02, Nevada County, California",6272,519
6057000103,"Census Tract 1.03, Nevada County, California",8109,557
6057000104,"Census Tract 1.04, Nevada County, California",3413,285
6057000105,"Census Tract 1.05, Nevada County, California",2840,370
6057000200,"Census Tract 2, Nevada County, California",2463,269
6057000300,"Census Tract 3, Nevada County, California",2380,226
6057000401,"Census Tract 4.01, Nevada County, California",6069,552
6057000402,"Census Tract 4.02, Nevada County, California",6294,579
6057000501,"Census Tract 5.01, Nevada County, California",5691,541
6057000502,"Census Tract 5.02, Nevada County, California",4815,475
6057000600,"Census Tract 6, Nevada County, California",5959,452
6057000701,"Census Tract 7.01, Nevada County, California",8497,709
6057000702,"Census Tract 7.02, Nevada County, California",3737,240
6057000801,"Census Tract 8.01, Nevada County, California",4720,445
6057000802,"Census Tract 8.02, Nevada County, California",6454,486
6057000900,"Census Tract 9, Nevada County, California",3226,395
6057001201,"Census Tract 12.01, Nevada County, California",10348,701
6057001202,"Census Tract 12.02, Nevada County, California",5776,689
6059001101,"Census Tract 11.01, Orange County, California",4582,413
6059001102,"Census Tract 11.02, Orange County, California",3178,277
6059001103,"Census Tract 11.03, Orange County, California",4339,405
6059001201,"Census Tract 12.01, Orange County, California",5777,588
6059001202,"Census Tract 12.02, Orange County, California",3275,392
6059001301,"Census Tract 13.01, Orange County, California",5998,439
6059001303,"Census Tract 13.03, Orange County, California",5891,506
6059001304,"Census Tract 13.04, Orange County, California",3565,398
6059001401,"Census Tract 14.01, Orange County, California",4929,723
6059001402,"Census Tract 14.02, Orange County, California",5095,330
6059001403,"Census Tract 14.03, Orange County, California",3632,300
6059001404,"Census Tract 14.04, Orange County, California",3796,388
6059001501,"Census Tract 15.01, Orange County, California",5948,295
6059001503,"Census Tract 15.03, Orange County, California",4695,390
6059001504,"Census Tract 15.04, Orange County, California",4531,323
6059001505,"Census Tract 15.05, Orange County, California",6654,320
6059001506,"Census Tract 15.06, Orange County, California",3965,257
6059001507,"Census Tract 15.07, Orange County, California",4181,361
6059001601,"Census Tract 16.01, Orange County, California",7539,606
6059001602,"Census Tract 16.02, Orange County, California",4677,219
6059001704,"Census Tract 17.04, Orange County, California",6904,321
6059001705,"Census Tract 17.05, Orange County, California",4404,408
6059001706,"Census Tract 17.06, Orange County, California",3125,342
6059001707,"Census Tract 17.07, Orange County, California",7390,420
6059001708,"Census Tract 17.08, Orange County, California",3639,175
6059001801,"Census Tract 18.01, Orange County, California",5326,492
6059001802,"Census Tract 18.02, Orange County, California",7155,577
6059001901,"Census Tract 19.01, Orange County, California",3157,501
6059001902,"Census Tract 19.02, Orange County, California",3061,292
6059001903,"Census Tract 19.03, Orange County, California",3475,257
6059011000,"Census Tract 110, Orange County, California",6544,358
6059011101,"Census Tract 111.01, Orange County, California",3992,355
6059011102,"Census Tract 111.02, Orange County, California",4711,470
6059011200,"Census Tract 112, Orange County, California",3700,353
6059011300,"Census Tract 113, Orange County, California",4120,444
6059011401,"Census Tract 114.01, Orange County, California",1835,180
6059011402,"Census Tract 114.02, Orange County, California",2265,141
6059011403,"Census Tract 114.03, Orange County, California",5378,479
6059011502,"Census Tract 115.02, Orange County, California",3977,273
6059011503,"Census Tract 115.03, Orange County, California",1596,191
6059011504,"Census Tract 115.04, Orange County, California",5038,517
6059011601,"Census Tract 116.01, Orange County, California",7725,723
6059011602,"Census Tract 116.02, Orange County, California",5751,531
6059011707,"Census Tract 117.07, Orange County, California",5908,458
6059011708,"Census Tract 117.08, Orange County, California",4264,385
6059011709,"Census Tract 117.09, Orange County, California",4088,187
6059011710,"Census Tract 117.10, Orange County, California",3511,187
6059011711,"Census Tract 117.11, Orange County, California",6656,591
6059011712,"Census Tract 117.12, Orange County, California",4681,473
6059011714,"Census Tract 117.14, Orange County, California",312,323
6059011715,"Census Tract 117.15, Orange County, California",7199,617
6059011716,"Census Tract 117.16, Orange County, California",5277,326
6059011717,"Census Tract 117.17, Orange County, California",2782,167
6059011718,"Census Tract 117.18, Orange County, California",3483,212
6059011720,"Census Tract 117.20, Orange County, California",7802,652
6059011721,"Census Tract 117.21, Orange County, California",4499,444
6059011722,"Census Tract 117.22, Orange County, California",2541,241
6059021802,"Census Tract 218.02, Orange County, California",7359,521
6059021807,"Census Tract 218.07, Orange County, California",4006,360
6059021809,"Census Tract 218.09, Orange County, California",2929,182
6059021810,"Census Tract 218.10, Orange County, California",3660,189
6059021812,"Census Tract 218.12, Orange County, California",5684,394
6059021813,"Census Tract 218.13, Orange County, California",0,132
6059021814,"Census Tract 218.14, Orange County, California",6579,324
6059021815,"Census Tract 218.15, Orange County, California",7322,299
6059021816,"Census Tract 218.16, Orange County, California",5152,382
6059021817,"Census Tract 218.17, Orange County, California",3884,262
6059021820,"Census Tract 218.20, Orange County, California",4505,300
6059021821,"Census Tract 218.21, Orange County, California",5827,479
6059021822,"Census Tract 218.22, Orange County, California",6041,404
6059021823,"Census Tract 218.23, Orange County, California",3228,285
6059021824,"Census Tract 218.24, Orange County, California",2799,184
6059021825,"Census Tract 218.25, Orange County, California",3374,172
6059021826,"Census Tract 218.26, Orange County, California",2540,226
6059021827,"Census Tract 218.27, Orange County, California",3406,249
6059021828,"Census Tract 218.28, Orange County, California",4648,274
6059021829,"Census Tract 218.29, Orange County, California",5455,286
6059021830,"Census Tract 218.30, Orange County, California",6003,290
6059021903,"Census Tract 219.03, Orange County, California",3636,284
6059021905,"Census Tract 219.05, Orange County, California",5289,260
6059021912,"Census Tract 219.12, Orange County, California",5203,255
6059021913,"Census Tract 219.13, Orange County, California",10180,1053
6059021914,"Census Tract 219.14, Orange County, California",4897,802
6059021915,"Census Tract 219.15, Orange County, California",3597,280
6059021916,"Census Tract 219.16, Orange County, California",3437,211
6059021917,"Census Tract 219.17, Orange County, California",3717,305
6059021918,"Census Tract 219.18, Orange County, California",5245,377
6059021919,"Census Tract 219.19, Orange County, California",2561,177
6059021920,"Census Tract 219.20, Orange County, California",6623,416
6059021921,"Census Tract 219.21, Orange County, California",4613,294
6059021922,"Census Tract 219.22, Orange County, California",4866,361
6059021923,"Census Tract 219.23, Orange County, California",6603,450
6059021924,"Census Tract 219.24, Orange County, California",4450,302
6059032002,"Census Tract 320.02, Orange County, California",5654,479
6059032003,"Census Tract 320.03, Orange County, California",5045,262
6059032011,"Census Tract 320.11, Orange County, California",2125,378
6059032012,"Census Tract 320.12, Orange County, California",3801,255
6059032013,"Census Tract 320.13, Orange County, California",4806,316
6059032014,"Census Tract 320.14, Orange County, California",6667,1166
6059032015,"Census Tract 320.15, Orange County, California",6508,491
6059032020,"Census Tract 320.20, Orange County, California",6242,314
6059032022,"Census Tract 320.22, Orange County, California",6238,549
6059032023,"Census Tract 320.23, Orange County, California",10531,543
6059032027,"Census Tract 320.27, Orange County, California",5874,608
6059032028,"Census Tract 320.28, Orange County, California",2952,240
6059032029,"Census Tract 320.29, Orange County, California",4263,211
6059032030,"Census Tract 320.30, Orange County, California",3629,306
6059032031,"Census Tract 320.31, Orange County, California",3420,237
6059032032,"Census Tract 320.32, Orange County, California",3143,151
6059032033,"Census Tract 320.33, Orange County, California",3354,256
6059032034,"Census Tract 320.34, Orange County, California",6401,273
6059032035,"Census Tract 320.35, Orange County, California",2347,345
6059032036,"Census Tract 320.36, Orange County, California",3516,190
6059032037,"Census Tract 320.37, Orange County, California",4742,263
6059032038,"Census Tract 320.38, Orange County, California",7087,424
6059032039,"Census Tract 320.39, Orange County, California",6346,453
6059032040,"Census Tract 320.40, Orange County, California",2657,121
6059032041,"Census Tract 320.41, Orange County, California",1171,271
6059032042,"Census Tract 320.42, Orange County, California",6129,280
6059032043,"Census Tract 320.43, Orange County, California",4140,160
6059032044,"Census Tract 320.44, Orange County, California",6712,437
6059032045,"Census Tract 320.45, Orange County, California",3606,218
6059032046,"Census Tract 320.46, Orange County, California",7573,466
6059032047,"Census Tract 320.47, Orange County, California",3838,260
6059032048,"Census Tract 320.48, Orange County, California",5679,303
6059032049,"Census Tract 320.49, Orange County, California",9783,369
6059032050,"Census Tract 320.50, Orange County, California",5121,301
6059032051,"Census Tract 320.51, Orange County, California",4441,375
6059032052,"Census Tract 320.52, Orange County, California",21527,986
