Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
6065043802,"Census Tract 438.02, Riverside County, California",305300,20822
6065043805,"Census Tract 438.05, Riverside County, California",300400,18096
6065043806,"Census Tract 438.06, Riverside County, California",276800,10060
6065043807,"Census Tract 438.07, Riverside County, California",291200,47835
6065043808,"Census Tract 438.08, Riverside County, California",334200,18327
6065043809,"Census Tract 438.09, Riverside County, California",234800,12798
6065043900,"Census Tract 439, Riverside County, California",255500,19645
6065044000,"Census Tract 440, Riverside County, California",320900,37621
6065044101,"Census Tract 441.01, Riverside County, California",242100,28338
6065044102,"Census Tract 441.02, Riverside County, California",184800,27812
6065044103,"Census Tract 441.03, Riverside County, California",180400,41093
6065044104,"Census Tract 441.04, Riverside County, California",274800,23328
6065044200,"Census Tract 442, Riverside County, California",192600,44618
6065044300,"Census Tract 443, Riverside County, California",239900,29563
6065044401,"Census Tract 444.01, Riverside County, California",362400,33010
6065044402,"Census Tract 444.02, Riverside County, California",366400,34075
6065044403,"Census Tract 444.03, Riverside County, California",259400,36080
6065044503,"Census Tract 445.03, Riverside County, California",106600,23794
6065044504,"Census Tract 445.04, Riverside County, California",49500,15395
6065044505,"Census Tract 445.05, Riverside County, California",155800,17616
6065044506,"Census Tract 445.06, Riverside County, California",158700,37735
6065044507,"Census Tract 445.07, Riverside County, California",174800,38164
6065044508,"Census Tract 445.08, Riverside County, California",293300,24719
6065044509,"Census Tract 445.09, Riverside County, California",240700,35474
6065044510,"Census Tract 445.10, Riverside County, California",186800,36037
6065044601,"Census Tract 446.01, Riverside County, California",380800,36915
6065044602,"Census Tract 446.02, Riverside County, California",503200,80470
6065044604,"Census Tract 446.04, Riverside County, California",362000,26172
6065044701,"Census Tract 447.01, Riverside County, California",452700,44445
6065044702,"Census Tract 447.02, Riverside County, California",226500,19782
6065044804,"Census Tract 448.04, Riverside County, California",328400,27788
6065044805,"Census Tract 448.05, Riverside County, California",565300,67151
6065044806,"Census Tract 448.06, Riverside County, California",367300,83246
6065044807,"Census Tract 448.07, Riverside County, California",731700,142101
6065044808,"Census Tract 448.08, Riverside County, California",185200,21173
6065044904,"Census Tract 449.04, Riverside County, California",330800,20496
6065044905,"Census Tract 449.05, Riverside County, California",383400,34064
6065044906,"Census Tract 449.06, Riverside County, California",331000,21049
6065044907,"Census Tract 449.07, Riverside County, California",336500,14602
6065044909,"Census Tract 449.09, Riverside County, California",649600,37256
6065044910,"Census Tract 449.10, Riverside County, California",372100,21148
6065044911,"Census Tract 449.11, Riverside County, California",330400,23792
6065044912,"Census Tract 449.12, Riverside County, California",477500,36365
6065044913,"Census Tract 449.13, Riverside County, California",396700,31378
6065044914,"Census Tract 449.14, Riverside County, California",428800,27179
6065044915,"Census Tract 449.15, Riverside County, California",256800,93928
6065044916,"Census Tract 449.16, Riverside County, California",335900,36408
6065045000,"Census Tract 450, Riverside County, California",357800,36783
6065045103,"Census Tract 451.03, Riverside County, California",378400,95879
6065045105,"Census Tract 451.05, Riverside County, California",558700,37340
6065045106,"Census Tract 451.06, Riverside County, California",444000,45770
6065045107,"Census Tract 451.07, Riverside County, California",374500,31976
6065045108,"Census Tract 451.08, Riverside County, California",386300,44543
6065045109,"Census Tract 451.09, Riverside County, California",333200,20993
6065045110,"Census Tract 451.10, Riverside County, California",323400,16182
6065045111,"Census Tract 451.11, Riverside County, California",594500,57493
6065045112,"Census Tract 451.12, Riverside County, California",662300,43962
6065045113,"Census Tract 451.13, Riverside County, California",475800,59186
6065045203,"Census Tract 452.03, Riverside County, California",326700,17837
6065045204,"Census Tract 452.04, Riverside County, California",369500,23869
6065045205,"Census Tract 452.05, Riverside County, California",467200,14792
6065045206,"Census Tract 452.06, Riverside County, California",406100,18503
6065045207,"Census Tract 452.07, Riverside County, California",195300,37832
6065045208,"Census Tract 452.08, Riverside County, California",305100,20391
6065045209,"Census Tract 452.09, Riverside County, California",297900,23902
6065045301,"Census Tract 453.01, Riverside County, California",316500,29840
6065045302,"Census Tract 453.02, Riverside County, California",221600,20416
6065045400,"Census Tract 454, Riverside County, California",244200,31907
6065045501,"Census Tract 455.01, Riverside County, California",246600,87470
6065045502,"Census Tract 455.02, Riverside County, California",226500,39777
6065045603,"Census Tract 456.03, Riverside County, California",490600,123256
6065045604,"Census Tract 456.04, Riverside County, California",152700,48404
6065045605,"Census Tract 456.05, Riverside County, California",91500,137013
6065045702,"Census Tract 457.02, Riverside County, California",225400,17975
6065045703,"Census Tract 457.03, Riverside County, California",207200,47745
6065045704,"Census Tract 457.04, Riverside County, California",221600,51891
6065045705,"Census Tract 457.05, Riverside County, California",248600,40870
6065045706,"Census Tract 457.06, Riverside County, California",201300,29235
6065045800,"Census Tract 458, Riverside County, California",108200,21248
6065045900,"Census Tract 459, Riverside County, California",211100,30388
6065046000,"Census Tract 460, Riverside County, California",148200,79699
6065046101,"Census Tract 461.01, Riverside County, California",163900,19019
6065046102,"Census Tract 461.02, Riverside County, California",162000,18918
6065046103,"Census Tract 461.03, Riverside County, California",221200,14593
6065046200,"Census Tract 462, Riverside County, California",119500,31972
6065046401,"Census Tract 464.01, Riverside County, California",321800,87009
6065046402,"Census Tract 464.02, Riverside County, California",216500,50645
6065046403,"Census Tract 464.03, Riverside County, California",319200,20938
6065046404,"Census Tract 464.04, Riverside County, California",299500,70531
6065046405,"Census Tract 464.05, Riverside County, California",346000,19580
6065940100,"Census Tract 9401, Riverside County, California",33000,87930
6065940300,"Census Tract 9403, Riverside County, California",-,**
6067000100,"Census Tract 1, Sacramento County, California",449700,15004
6067000200,"Census Tract 2, Sacramento County, California",439800,24797
6067000300,"Census Tract 3, Sacramento County, California",511400,43625
6067000400,"Census Tract 4, Sacramento County, California",401600,37188
6067000500,"Census Tract 5, Sacramento County, California",413600,113966
6067000600,"Census Tract 6, Sacramento County, California",697900,213702
6067000700,"Census Tract 7, Sacramento County, California",585500,317594
6067000800,"Census Tract 8, Sacramento County, California",340000,61057
6067000900,"Census Tract 9, Sacramento County, California",284700,62231
6067001000,"Census Tract 10, Sacramento County, California",-,**
6067001100,"Census Tract 11, Sacramento County, California",371400,173065
6067001200,"Census Tract 12, Sacramento County, California",393500,83246
6067001300,"Census Tract 13, Sacramento County, California",607500,183747
6067001400,"Census Tract 14, Sacramento County, California",575200,60834
6067001500,"Census Tract 15, Sacramento County, California",464500,26782
6067001600,"Census Tract 16, Sacramento County, California",480400,33321
6067001700,"Census Tract 17, Sacramento County, California",358300,18728
6067001800,"Census Tract 18, Sacramento County, California",299100,31577
6067001900,"Census Tract 19, Sacramento County, California",329200,31839
6067002000,"Census Tract 20, Sacramento County, California",225900,19096
6067002100,"Census Tract 21, Sacramento County, California",364000,50938
6067002200,"Census Tract 22, Sacramento County, California",386200,26056
6067002300,"Census Tract 23, Sacramento County, California",455300,34421
6067002400,"Census Tract 24, Sacramento County, California",613000,56001
6067002500,"Census Tract 25, Sacramento County, California",528000,49756
6067002600,"Census Tract 26, Sacramento County, California",474900,38888
6067002700,"Census Tract 27, Sacramento County, California",273200,44815
6067002800,"Census Tract 28, Sacramento County, California",211900,47751
6067002900,"Census Tract 29, Sacramento County, California",297900,20827
6067003000,"Census Tract 30, Sacramento County, California",294600,23887
6067003101,"Census Tract 31.01, Sacramento County, California",240200,23627
6067003102,"Census Tract 31.02, Sacramento County, California",248900,20672
