Id2,Geography,All families - Total; Estimate; Families,All families - Total; Margin of Error; Families,All families - Percent  below poverty level; Estimate; Families,All families - Percent  below poverty level; Margin of Error; Families
6059032015,"Census Tract 320.15, Orange County, California",1534,140,1.7,1.6
6059032020,"Census Tract 320.20, Orange County, California",1624,91,0,2.4
6059032022,"Census Tract 320.22, Orange County, California",1367,148,7.3,6
6059032023,"Census Tract 320.23, Orange County, California",2863,186,3.4,2.2
6059032027,"Census Tract 320.27, Orange County, California",1441,140,6.3,4.3
6059032028,"Census Tract 320.28, Orange County, California",648,83,8.5,6.5
6059032029,"Census Tract 320.29, Orange County, California",1171,76,2.7,3.1
6059032030,"Census Tract 320.30, Orange County, California",865,79,0,4.5
6059032031,"Census Tract 320.31, Orange County, California",934,63,1,1.6
6059032032,"Census Tract 320.32, Orange County, California",855,66,0,4.6
6059032033,"Census Tract 320.33, Orange County, California",1025,121,9,7
6059032034,"Census Tract 320.34, Orange County, California",1693,67,0.6,1
6059032035,"Census Tract 320.35, Orange County, California",627,89,0,6.2
6059032036,"Census Tract 320.36, Orange County, California",940,70,0,4.2
6059032037,"Census Tract 320.37, Orange County, California",1296,129,2.3,2.7
6059032038,"Census Tract 320.38, Orange County, California",1917,111,2.1,2.5
6059032039,"Census Tract 320.39, Orange County, California",1668,126,2.9,3.3
6059032040,"Census Tract 320.40, Orange County, California",800,43,0,4.9
6059032041,"Census Tract 320.41, Orange County, California",370,59,0,10.2
6059032042,"Census Tract 320.42, Orange County, California",1545,91,2.8,4.3
6059032043,"Census Tract 320.43, Orange County, California",1142,69,0.7,1.1
6059032044,"Census Tract 320.44, Orange County, California",1947,129,0,2
6059032045,"Census Tract 320.45, Orange County, California",980,81,2.3,2.3
6059032046,"Census Tract 320.46, Orange County, California",1916,115,0.5,0.9
6059032047,"Census Tract 320.47, Orange County, California",962,116,1.6,1.7
6059032048,"Census Tract 320.48, Orange County, California",1604,129,1.1,1.7
6059032049,"Census Tract 320.49, Orange County, California",2388,161,2.3,2.1
6059032050,"Census Tract 320.50, Orange County, California",1363,86,0,2.9
6059032051,"Census Tract 320.51, Orange County, California",1079,116,6.9,5.6
6059032052,"Census Tract 320.52, Orange County, California",5573,267,2.7,1.3
6059032053,"Census Tract 320.53, Orange County, California",2151,229,0.6,0.9
6059032054,"Census Tract 320.54, Orange County, California",1417,165,1.3,1.4
6059032055,"Census Tract 320.55, Orange County, California",1159,120,6.9,4.9
6059032056,"Census Tract 320.56, Orange County, California",1929,113,2,1.4
6059042103,"Census Tract 421.03, Orange County, California",1741,227,2.4,2.8
6059042106,"Census Tract 421.06, Orange County, California",411,85,9,13.1
6059042107,"Census Tract 421.07, Orange County, California",743,104,12.9,9.4
6059042108,"Census Tract 421.08, Orange County, California",1018,169,4.1,4.2
6059042109,"Census Tract 421.09, Orange County, California",1408,140,8.8,7.1
6059042111,"Census Tract 421.11, Orange County, California",1868,106,3,3.2
6059042112,"Census Tract 421.12, Orange County, California",1778,108,4.2,3.5
6059042113,"Census Tract 421.13, Orange County, California",1543,126,5.6,3.4
6059042114,"Census Tract 421.14, Orange County, California",1255,122,6.9,6.5
6059042201,"Census Tract 422.01, Orange County, California",1508,179,7.6,4.6
6059042203,"Census Tract 422.03, Orange County, California",1585,172,5.7,4.7
6059042205,"Census Tract 422.05, Orange County, California",1803,160,5.8,5.5
6059042206,"Census Tract 422.06, Orange County, California",745,99,1.3,2.1
6059042305,"Census Tract 423.05, Orange County, California",1042,130,2.5,2.8
6059042307,"Census Tract 423.07, Orange County, California",1829,160,2.3,2.8
6059042310,"Census Tract 423.10, Orange County, California",1848,167,6,4.3
6059042311,"Census Tract 423.11, Orange County, California",1623,121,7.2,4.7
6059042312,"Census Tract 423.12, Orange County, California",1104,124,18.5,8.8
6059042313,"Census Tract 423.13, Orange County, California",1677,221,10.8,6.4
6059042315,"Census Tract 423.15, Orange County, California",1724,182,4.7,3.4
6059042317,"Census Tract 423.17, Orange County, California",938,110,0,4.2
6059042319,"Census Tract 423.19, Orange County, California",1018,64,4,3.2
6059042320,"Census Tract 423.20, Orange County, California",1038,192,7.1,5.3
6059042323,"Census Tract 423.23, Orange County, California",1493,162,0.7,1.2
6059042324,"Census Tract 423.24, Orange County, California",1150,137,3,3.4
6059042325,"Census Tract 423.25, Orange County, California",974,118,6.9,5.1
6059042326,"Census Tract 423.26, Orange County, California",1278,124,3.4,3.5
6059042327,"Census Tract 423.27, Orange County, California",1377,109,4.1,5.1
6059042328,"Census Tract 423.28, Orange County, California",709,68,4.2,5.3
6059042329,"Census Tract 423.29, Orange County, California",1167,104,4.4,3.3
6059042330,"Census Tract 423.30, Orange County, California",1720,143,1.5,1.5
6059042331,"Census Tract 423.31, Orange County, California",1403,201,5.1,6.7
6059042332,"Census Tract 423.32, Orange County, California",1478,128,3.3,3.1
6059042333,"Census Tract 423.33, Orange County, California",1118,77,2.6,2.5
6059042334,"Census Tract 423.34, Orange County, California",1375,172,3.1,3
6059042335,"Census Tract 423.35, Orange County, California",1333,163,3.2,3.1
6059042336,"Census Tract 423.36, Orange County, California",1262,84,0.6,0.9
6059042337,"Census Tract 423.37, Orange County, California",1069,96,2.3,3.4
6059042338,"Census Tract 423.38, Orange County, California",1457,137,6.9,4.4
6059042339,"Census Tract 423.39, Orange County, California",975,125,4.7,5.3
6059052404,"Census Tract 524.04, Orange County, California",29,7,0,61.1
6059052408,"Census Tract 524.08, Orange County, California",1824,117,3.3,5.2
6059052410,"Census Tract 524.10, Orange County, California",1305,154,2.3,2
6059052411,"Census Tract 524.11, Orange County, California",1052,91,12,7.6
6059052415,"Census Tract 524.15, Orange County, California",1104,81,0,3.6
6059052416,"Census Tract 524.16, Orange County, California",1029,81,0,3.8
6059052417,"Census Tract 524.17, Orange County, California",1766,152,4.4,3.1
6059052418,"Census Tract 524.18, Orange County, California",2060,178,4.4,2.9
6059052419,"Census Tract 524.19, Orange County, California",911,65,2.1,2.5
6059052420,"Census Tract 524.20, Orange County, California",5138,238,1.7,1.3
6059052421,"Census Tract 524.21, Orange County, California",1348,111,7,5.1
6059052422,"Census Tract 524.22, Orange County, California",1160,121,0.9,1.2
6059052423,"Census Tract 524.23, Orange County, California",1249,153,3.2,3.1
6059052424,"Census Tract 524.24, Orange County, California",1248,124,2.1,2.4
6059052425,"Census Tract 524.25, Orange County, California",1215,219,6.4,6.7
6059052426,"Census Tract 524.26, Orange County, California",1410,119,1.7,2.5
6059052427,"Census Tract 524.27, Orange County, California",1327,104,2.1,2.4
6059052428,"Census Tract 524.28, Orange County, California",1735,140,0,2.3
6059052502,"Census Tract 525.02, Orange County, California",1604,98,1.4,1.7
6059052505,"Census Tract 525.05, Orange County, California",1221,155,5.7,4.6
6059052506,"Census Tract 525.06, Orange County, California",745,60,4.6,5.2
6059052511,"Census Tract 525.11, Orange County, California",1485,156,8.8,5
6059052513,"Census Tract 525.13, Orange County, California",1669,156,8.2,5.8
6059052514,"Census Tract 525.14, Orange County, California",1376,135,6.2,4.2
6059052515,"Census Tract 525.15, Orange County, California",1964,205,6.8,4.8
6059052517,"Census Tract 525.17, Orange County, California",2408,244,3.2,1.9
6059052518,"Census Tract 525.18, Orange County, California",203,88,0,17.8
6059052519,"Census Tract 525.19, Orange County, California",1101,127,5.9,4.1
6059052520,"Census Tract 525.20, Orange County, California",1136,79,1.8,2
6059052521,"Census Tract 525.21, Orange County, California",1022,171,6.8,5.6
6059052522,"Census Tract 525.22, Orange County, California",994,109,1.5,1.8
6059052523,"Census Tract 525.23, Orange County, California",1091,171,4.1,5.2
6059052524,"Census Tract 525.24, Orange County, California",2052,190,5.4,3.8
6059052525,"Census Tract 525.25, Orange County, California",3619,241,4.8,1.9
6059052526,"Census Tract 525.26, Orange County, California",1102,93,3.2,3.8
6059052527,"Census Tract 525.27, Orange County, California",2119,154,4,3.9
6059052528,"Census Tract 525.28, Orange County, California",910,74,0.8,1.2
6059062604,"Census Tract 626.04, Orange County, California",3761,284,4.3,2.3
6059062605,"Census Tract 626.05, Orange County, California",567,138,6.7,8.2
6059062610,"Census Tract 626.10, Orange County, California",1285,285,7.2,5.4
6059062611,"Census Tract 626.11, Orange County, California",628,135,6.1,5.7
6059062612,"Census Tract 626.12, Orange County, California",1998,169,1.5,1.5
6059062614,"Census Tract 626.14, Orange County, California",1454,160,6.7,5.2
6059062619,"Census Tract 626.19, Orange County, California",1203,117,4.2,4
6059062620,"Census Tract 626.20, Orange County, California",1307,202,3.4,2.8
6059062621,"Census Tract 626.21, Orange County, California",1220,128,5.2,5.2
6059062622,"Census Tract 626.22, Orange County, California",1147,189,4.4,4.2
6059062623,"Census Tract 626.23, Orange County, California",1561,191,3.3,2.9
6059062625,"Census Tract 626.25, Orange County, California",940,153,13.6,7.9
6059062626,"Census Tract 626.26, Orange County, California",268,76,25.4,13.8
6059062627,"Census Tract 626.27, Orange County, California",466,86,12.2,8.1
6059062628,"Census Tract 626.28, Orange County, California",704,70,6.1,4.3
6059062629,"Census Tract 626.29, Orange County, California",827,74,0,4.7
6059062630,"Census Tract 626.30, Orange County, California",503,79,8.3,11.5
6059062631,"Census Tract 626.31, Orange County, California",956,81,2,2.3
6059062632,"Census Tract 626.32, Orange County, California",1172,150,5,4.3
6059062633,"Census Tract 626.33, Orange County, California",1135,73,0,3.5
6059062634,"Census Tract 626.34, Orange County, California",1253,107,1.9,2.8
6059062635,"Census Tract 626.35, Orange County, California",1018,98,2.2,2.4
6059062636,"Census Tract 626.36, Orange County, California",918,103,2,2.2
6059062637,"Census Tract 626.37, Orange County, California",969,123,1.8,2
6059062638,"Census Tract 626.38, Orange County, California",1361,158,1.6,1.8
6059062639,"Census Tract 626.39, Orange County, California",1682,128,1.1,1.6
6059062640,"Census Tract 626.40, Orange County, California",707,128,2.4,3.4
6059062641,"Census Tract 626.41, Orange County, California",852,108,5.6,4.7
6059062642,"Census Tract 626.42, Orange County, California",955,84,3,2.7
6059062643,"Census Tract 626.43, Orange County, California",1484,131,2.4,2.1
6059062644,"Census Tract 626.44, Orange County, California",1723,174,2,2.1
6059062645,"Census Tract 626.45, Orange County, California",1788,148,1.1,1.3
6059062646,"Census Tract 626.46, Orange County, California",780,137,2.1,3.2
6059062647,"Census Tract 626.47, Orange County, California",795,152,21.9,13.4
6059062701,"Census Tract 627.01, Orange County, California",717,122,1.3,2.2
6059062702,"Census Tract 627.02, Orange County, California",1166,160,0.9,1.5
6059062800,"Census Tract 628, Orange County, California",893,157,2.8,3
6059062900,"Census Tract 629, Orange County, California",553,86,0,7
6059063004,"Census Tract 630.04, Orange County, California",1282,163,5.4,5.6
6059063005,"Census Tract 630.05, Orange County, California",359,77,9.5,12.3
6059063006,"Census Tract 630.06, Orange County, California",668,109,1,1.6
6059063007,"Census Tract 630.07, Orange County, California",1548,200,1.9,2
6059063008,"Census Tract 630.08, Orange County, California",233,60,0,15.7
6059063009,"Census Tract 630.09, Orange County, California",452,79,0,8.5
6059063010,"Census Tract 630.10, Orange County, California",1520,205,3.2,3.8
6059063101,"Census Tract 631.01, Orange County, California",517,93,3.3,3.8
6059063102,"Census Tract 631.02, Orange County, California",1300,195,2.4,2.3
6059063103,"Census Tract 631.03, Orange County, California",648,94,0,6
6059063201,"Census Tract 632.01, Orange County, California",790,102,4.2,5.2
6059063202,"Census Tract 632.02, Orange County, California",761,103,5.3,5
6059063301,"Census Tract 633.01, Orange County, California",624,112,4.5,4.4
6059063302,"Census Tract 633.02, Orange County, California",934,128,0,4.2
6059063400,"Census Tract 634, Orange County, California",964,102,5.5,5.5
6059063500,"Census Tract 635, Orange County, California",983,181,2.3,2.6
6059063601,"Census Tract 636.01, Orange County, California",911,91,5.8,4.5
6059063603,"Census Tract 636.03, Orange County, California",923,184,8.5,9.1
6059063604,"Census Tract 636.04, Orange County, California",754,114,10.1,7.2
6059063605,"Census Tract 636.05, Orange County, California",972,97,23.4,10.5
6059063701,"Census Tract 637.01, Orange County, California",1146,108,20.6,8
6059063702,"Census Tract 637.02, Orange County, California",933,165,13.2,8.7
6059063802,"Census Tract 638.02, Orange County, California",757,77,3.7,3.5
6059063803,"Census Tract 638.03, Orange County, California",1080,127,15.4,9.1
6059063805,"Census Tract 638.05, Orange County, California",656,63,1.4,2.4
6059063806,"Census Tract 638.06, Orange County, California",991,110,2.1,2.6
6059063807,"Census Tract 638.07, Orange County, California",818,133,10.8,8
6059063808,"Census Tract 638.08, Orange County, California",1347,95,6.5,6
6059063902,"Census Tract 639.02, Orange County, California",1149,168,12.1,7.7
6059063903,"Census Tract 639.03, Orange County, California",994,93,10.7,7.9
6059063904,"Census Tract 639.04, Orange County, California",1015,124,13.4,6.9
6059063905,"Census Tract 639.05, Orange County, California",929,128,3.2,3.3
6059063906,"Census Tract 639.06, Orange County, California",1258,179,13.7,8.8
6059063907,"Census Tract 639.07, Orange County, California",1339,130,3.7,4.6
6059063908,"Census Tract 639.08, Orange County, California",1355,182,1.9,2.5
6059074003,"Census Tract 740.03, Orange County, California",516,59,11.2,11.5
6059074004,"Census Tract 740.04, Orange County, California",1733,168,16.4,7.8
6059074005,"Census Tract 740.05, Orange County, California",1348,80,10.1,4.4
6059074006,"Census Tract 740.06, Orange County, California",1151,153,9.1,5.8
6059074102,"Census Tract 741.02, Orange County, California",1189,99,8,4
6059074103,"Census Tract 741.03, Orange County, California",841,65,2.9,3.5
6059074106,"Census Tract 741.06, Orange County, California",1304,124,9.5,4.4
6059074107,"Census Tract 741.07, Orange County, California",1295,187,6.6,5.7
