Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
6059032020,"Census Tract 320.20, Orange County, California",1907,37,1594,91,313,87
6059032022,"Census Tract 320.22, Orange County, California",2047,101,1123,152,924,152
6059032023,"Census Tract 320.23, Orange County, California",3594,153,2947,167,647,121
6059032027,"Census Tract 320.27, Orange County, California",2062,124,1282,141,780,150
6059032028,"Census Tract 320.28, Orange County, California",1227,86,764,123,463,109
6059032029,"Census Tract 320.29, Orange County, California",1406,66,1228,90,178,76
6059032030,"Census Tract 320.30, Orange County, California",1233,50,1110,90,123,77
6059032031,"Census Tract 320.31, Orange County, California",1093,71,1013,81,80,50
6059032032,"Census Tract 320.32, Orange County, California",1030,28,920,68,110,57
6059032033,"Census Tract 320.33, Orange County, California",1430,66,737,90,693,98
6059032034,"Census Tract 320.34, Orange County, California",1828,44,1766,60,62,46
6059032035,"Census Tract 320.35, Orange County, California",1009,75,883,84,126,60
6059032036,"Census Tract 320.36, Orange County, California",1241,31,1081,82,160,77
6059032037,"Census Tract 320.37, Orange County, California",2544,96,2232,147,312,138
6059032038,"Census Tract 320.38, Orange County, California",2091,81,1915,121,176,94
6059032039,"Census Tract 320.39, Orange County, California",2123,104,1686,131,437,144
6059032040,"Census Tract 320.40, Orange County, California",890,16,845,41,45,36
6059032041,"Census Tract 320.41, Orange County, California",381,59,356,61,25,41
6059032042,"Census Tract 320.42, Orange County, California",1791,50,1457,120,334,111
6059032043,"Census Tract 320.43, Orange County, California",1230,38,1208,44,22,30
6059032044,"Census Tract 320.44, Orange County, California",2200,117,2051,151,149,101
6059032045,"Census Tract 320.45, Orange County, California",1096,41,1028,62,68,46
6059032046,"Census Tract 320.46, Orange County, California",2150,79,2071,84,79,55
6059032047,"Census Tract 320.47, Orange County, California",1770,34,1014,125,756,138
6059032048,"Census Tract 320.48, Orange County, California",2240,47,2129,78,111,66
6059032049,"Census Tract 320.49, Orange County, California",3080,119,2358,150,722,158
6059032050,"Census Tract 320.50, Orange County, California",1715,57,1458,98,257,81
6059032051,"Census Tract 320.51, Orange County, California",1916,95,1073,145,843,162
6059032052,"Census Tract 320.52, Orange County, California",6817,272,5453,286,1364,247
6059032053,"Census Tract 320.53, Orange County, California",3061,132,2072,221,989,228
6059032054,"Census Tract 320.54, Orange County, California",2266,95,935,139,1331,165
6059032055,"Census Tract 320.55, Orange County, California",1486,102,932,93,554,118
6059032056,"Census Tract 320.56, Orange County, California",2246,105,1954,117,292,105
6059042103,"Census Tract 421.03, Orange County, California",2880,192,1767,200,1113,216
6059042106,"Census Tract 421.06, Orange County, California",599,83,480,68,119,80
6059042107,"Census Tract 421.07, Orange County, California",1278,99,423,88,855,119
6059042108,"Census Tract 421.08, Orange County, California",2687,160,673,174,2014,199
6059042109,"Census Tract 421.09, Orange County, California",1968,105,1265,145,703,136
6059042111,"Census Tract 421.11, Orange County, California",2142,93,2066,108,76,59
6059042112,"Census Tract 421.12, Orange County, California",2118,78,1802,101,316,87
6059042113,"Census Tract 421.13, Orange County, California",2017,104,1508,122,509,117
6059042114,"Census Tract 421.14, Orange County, California",1721,109,1050,119,671,123
6059042201,"Census Tract 422.01, Orange County, California",2358,143,1670,156,688,162
6059042203,"Census Tract 422.03, Orange County, California",2321,137,1888,180,433,145
6059042205,"Census Tract 422.05, Orange County, California",2363,120,1980,155,383,124
6059042206,"Census Tract 422.06, Orange County, California",1357,84,958,108,399,90
6059042305,"Census Tract 423.05, Orange County, California",1531,148,1136,157,395,135
6059042307,"Census Tract 423.07, Orange County, California",2337,104,1724,142,613,137
6059042310,"Census Tract 423.10, Orange County, California",2589,177,2027,214,562,173
6059042311,"Census Tract 423.11, Orange County, California",2146,66,1977,94,169,71
6059042312,"Census Tract 423.12, Orange County, California",1615,124,1042,148,573,142
6059042313,"Census Tract 423.13, Orange County, California",3129,198,1092,171,2037,236
6059042315,"Census Tract 423.15, Orange County, California",2299,112,2064,127,235,113
6059042317,"Census Tract 423.17, Orange County, California",1283,88,1178,95,105,56
6059042319,"Census Tract 423.19, Orange County, California",1155,39,1085,61,70,51
6059042320,"Census Tract 423.20, Orange County, California",2394,135,1255,178,1139,190
6059042323,"Census Tract 423.23, Orange County, California",2435,192,1577,142,858,186
6059042324,"Census Tract 423.24, Orange County, California",2168,138,1540,141,628,154
6059042325,"Census Tract 423.25, Orange County, California",1439,98,963,113,476,113
6059042326,"Census Tract 423.26, Orange County, California",1843,79,1379,101,464,101
6059042327,"Census Tract 423.27, Orange County, California",1762,74,1556,93,206,77
6059042328,"Census Tract 423.28, Orange County, California",772,65,732,65,40,37
6059042329,"Census Tract 423.29, Orange County, California",1580,76,1324,98,256,98
6059042330,"Census Tract 423.30, Orange County, California",2185,110,1003,139,1182,160
6059042331,"Census Tract 423.31, Orange County, California",2158,97,1400,145,758,157
6059042332,"Census Tract 423.32, Orange County, California",1923,118,1656,149,267,113
6059042333,"Census Tract 423.33, Orange County, California",1284,65,1263,67,21,25
6059042334,"Census Tract 423.34, Orange County, California",2216,123,1437,194,779,191
6059042335,"Census Tract 423.35, Orange County, California",2221,103,1392,152,829,147
6059042336,"Census Tract 423.36, Orange County, California",1576,70,1414,98,162,69
6059042337,"Census Tract 423.37, Orange County, California",1384,64,1215,95,169,80
6059042338,"Census Tract 423.38, Orange County, California",2055,132,1493,133,562,124
6059042339,"Census Tract 423.39, Orange County, California",1365,105,808,97,557,114
6059052404,"Census Tract 524.04, Orange County, California",29,7,29,7,0,132
6059052408,"Census Tract 524.08, Orange County, California",2148,62,1857,127,291,113
6059052410,"Census Tract 524.10, Orange County, California",2006,99,1527,120,479,105
6059052411,"Census Tract 524.11, Orange County, California",1318,36,1115,96,203,93
6059052415,"Census Tract 524.15, Orange County, California",1292,48,1074,101,218,92
6059052416,"Census Tract 524.16, Orange County, California",1229,71,936,104,293,106
6059052417,"Census Tract 524.17, Orange County, California",2313,109,2110,131,203,83
6059052418,"Census Tract 524.18, Orange County, California",3135,166,1327,161,1808,183
6059052419,"Census Tract 524.19, Orange County, California",1154,42,1089,52,65,30
6059052420,"Census Tract 524.20, Orange County, California",6829,200,4796,252,2033,215
6059052421,"Census Tract 524.21, Orange County, California",2005,62,1598,127,407,115
6059052422,"Census Tract 524.22, Orange County, California",1425,83,1054,97,371,92
6059052423,"Census Tract 524.23, Orange County, California",1948,117,609,88,1339,127
6059052424,"Census Tract 524.24, Orange County, California",1850,56,1291,120,559,116
6059052425,"Census Tract 524.25, Orange County, California",2240,154,1285,185,955,198
6059052426,"Census Tract 524.26, Orange County, California",1857,93,1460,126,397,102
6059052427,"Census Tract 524.27, Orange County, California",1688,62,1426,97,262,98
6059052428,"Census Tract 524.28, Orange County, California",2103,84,1847,122,256,97
6059052502,"Census Tract 525.02, Orange County, California",1948,82,1683,116,265,113
6059052505,"Census Tract 525.05, Orange County, California",1817,163,1310,165,507,129
6059052506,"Census Tract 525.06, Orange County, California",910,30,798,63,112,64
6059052511,"Census Tract 525.11, Orange County, California",2097,148,1286,152,811,132
6059052513,"Census Tract 525.13, Orange County, California",2382,111,1258,139,1124,162
6059052514,"Census Tract 525.14, Orange County, California",2153,86,1099,153,1054,162
6059052515,"Census Tract 525.15, Orange County, California",2888,191,1500,171,1388,196
6059052517,"Census Tract 525.17, Orange County, California",4225,158,1904,223,2321,247
6059052518,"Census Tract 525.18, Orange County, California",710,86,0,132,710,86
6059052519,"Census Tract 525.19, Orange County, California",1569,92,1107,119,462,111
6059052520,"Census Tract 525.20, Orange County, California",1377,35,850,95,527,95
6059052521,"Census Tract 525.21, Orange County, California",1964,138,496,105,1468,168
6059052522,"Census Tract 525.22, Orange County, California",1434,66,584,90,850,106
6059052523,"Census Tract 525.23, Orange County, California",1552,65,754,97,798,106
6059052524,"Census Tract 525.24, Orange County, California",2802,113,1509,149,1293,178
6059052525,"Census Tract 525.25, Orange County, California",5423,199,2850,195,2573,227
6059052526,"Census Tract 525.26, Orange County, California",1370,45,1202,96,168,77
6059052527,"Census Tract 525.27, Orange County, California",2765,102,1781,192,984,202
6059052528,"Census Tract 525.28, Orange County, California",1240,69,770,89,470,101
6059062604,"Census Tract 626.04, Orange County, California",5724,228,3546,275,2178,236
6059062605,"Census Tract 626.05, Orange County, California",1917,172,499,150,1418,212
6059062610,"Census Tract 626.10, Orange County, California",3177,183,659,135,2518,216
6059062611,"Census Tract 626.11, Orange County, California",1512,107,409,130,1103,144
6059062612,"Census Tract 626.12, Orange County, California",2754,118,1943,176,811,199
6059062614,"Census Tract 626.14, Orange County, California",3186,173,753,87,2433,183
6059062619,"Census Tract 626.19, Orange County, California",1834,118,1224,142,610,132
6059062620,"Census Tract 626.20, Orange County, California",2178,200,1682,191,496,152
6059062621,"Census Tract 626.21, Orange County, California",1851,126,1597,140,254,102
6059062622,"Census Tract 626.22, Orange County, California",2774,167,1952,235,822,233
6059062623,"Census Tract 626.23, Orange County, California",4472,182,3145,255,1327,215
6059062625,"Census Tract 626.25, Orange County, California",1880,171,1679,159,201,77
6059062626,"Census Tract 626.26, Orange County, California",893,63,201,75,692,80
6059062627,"Census Tract 626.27, Orange County, California",1325,91,276,69,1049,101
6059062628,"Census Tract 626.28, Orange County, California",987,56,573,68,414,74
6059062629,"Census Tract 626.29, Orange County, California",886,73,756,128,130,117
6059062630,"Census Tract 626.30, Orange County, California",742,66,589,102,153,86
6059062631,"Census Tract 626.31, Orange County, California",1259,75,1241,78,18,21
6059062632,"Census Tract 626.32, Orange County, California",1903,147,1537,183,366,124
6059062633,"Census Tract 626.33, Orange County, California",1367,70,1276,97,91,74
6059062634,"Census Tract 626.34, Orange County, California",1813,69,1469,125,344,126
6059062635,"Census Tract 626.35, Orange County, California",1519,67,1266,94,253,88
6059062636,"Census Tract 626.36, Orange County, California",1372,56,609,92,763,107
6059062637,"Census Tract 626.37, Orange County, California",1733,119,385,67,1348,106
6059062638,"Census Tract 626.38, Orange County, California",2354,118,1402,167,952,163
6059062639,"Census Tract 626.39, Orange County, California",2231,103,1668,131,563,132
6059062640,"Census Tract 626.40, Orange County, California",1401,89,882,122,519,128
6059062641,"Census Tract 626.41, Orange County, California",1463,93,891,123,572,121
6059062642,"Census Tract 626.42, Orange County, California",1194,72,1107,79,87,59
6059062643,"Census Tract 626.43, Orange County, California",1953,115,1739,127,214,88
6059062644,"Census Tract 626.44, Orange County, California",2808,149,1346,110,1462,181
6059062645,"Census Tract 626.45, Orange County, California",2406,100,1547,145,859,136
6059062646,"Census Tract 626.46, Orange County, California",2789,177,2231,181,558,149
6059062647,"Census Tract 626.47, Orange County, California",2297,190,1525,184,772,191
6059062701,"Census Tract 627.01, Orange County, California",1347,108,846,109,501,113
6059062702,"Census Tract 627.02, Orange County, California",2179,153,966,135,1213,169
6059062800,"Census Tract 628, Orange County, California",2048,198,935,131,1113,194
6059062900,"Census Tract 629, Orange County, California",806,63,690,65,116,54
6059063004,"Census Tract 630.04, Orange County, California",2823,200,1411,178,1412,195
6059063005,"Census Tract 630.05, Orange County, California",774,131,284,69,490,102
6059063006,"Census Tract 630.06, Orange County, California",1450,111,747,101,703,112
