Id2,Geography,Total; Estimate; Population for whom poverty status is determined,Total; Margin of Error; Population for whom poverty status is determined,Number Bbelow poverty level; Estimate; Population for whom poverty status is determined,Number below poverty level; Margin of Error; Population for whom poverty status is determined,Percent below poverty level; Estimate; Population for whom poverty status is determined,Percent below poverty level; Margin of Error; Population for whom poverty status is determined
6059074110,"Census Tract 741.10, Orange County, California",4168,311,491,247,11.8,5.9
6059074111,"Census Tract 741.11, Orange County, California",5421,356,345,201,6.4,3.6
6059074200,"Census Tract 742, Orange County, California",9469,582,1306,501,13.8,5.3
6059074300,"Census Tract 743, Orange County, California",4160,444,1104,357,26.5,7.7
6059074403,"Census Tract 744.03, Orange County, California",5974,423,1719,428,28.8,7.3
6059074405,"Census Tract 744.05, Orange County, California",5954,420,1239,471,20.8,7.5
6059074406,"Census Tract 744.06, Orange County, California",3361,296,826,316,24.6,8.3
6059074407,"Census Tract 744.07, Orange County, California",5619,406,1287,405,22.9,7.1
6059074408,"Census Tract 744.08, Orange County, California",6291,569,932,435,14.8,6.6
6059074501,"Census Tract 745.01, Orange County, California",7430,482,2960,466,39.8,5.7
6059074502,"Census Tract 745.02, Orange County, California",5610,444,1401,463,25,7.1
6059074601,"Census Tract 746.01, Orange County, California",7784,678,1116,477,14.3,6.2
6059074602,"Census Tract 746.02, Orange County, California",8066,806,1926,739,23.9,8.1
6059074701,"Census Tract 747.01, Orange County, California",8546,610,1704,528,19.9,5.9
6059074702,"Census Tract 747.02, Orange County, California",6015,493,1126,346,18.7,5.4
6059074801,"Census Tract 748.01, Orange County, California",6442,562,898,345,13.9,5.3
6059074802,"Census Tract 748.02, Orange County, California",6597,564,1681,554,25.5,8.2
6059074803,"Census Tract 748.03, Orange County, California",8872,597,1569,447,17.7,5
6059074805,"Census Tract 748.05, Orange County, California",5616,360,1560,409,27.8,6.5
6059074806,"Census Tract 748.06, Orange County, California",5210,316,1605,270,30.8,5
6059074901,"Census Tract 749.01, Orange County, California",9616,659,2484,654,25.8,6.5
6059074902,"Census Tract 749.02, Orange County, California",6456,462,1739,543,26.9,7.9
6059075002,"Census Tract 750.02, Orange County, California",7674,640,2902,691,37.8,8.7
6059075003,"Census Tract 750.03, Orange County, California",7139,427,2306,526,32.3,6.6
6059075004,"Census Tract 750.04, Orange County, California",5312,396,2391,550,45,8.6
6059075100,"Census Tract 751, Orange County, California",7866,460,1874,546,23.8,6.9
6059075201,"Census Tract 752.01, Orange County, California",6199,519,1254,598,20.2,9.2
6059075202,"Census Tract 752.02, Orange County, California",5487,506,1284,438,23.4,7.4
6059075301,"Census Tract 753.01, Orange County, California",5801,649,963,539,16.6,8.9
6059075302,"Census Tract 753.02, Orange County, California",4757,441,852,483,17.9,9.8
6059075303,"Census Tract 753.03, Orange County, California",3212,300,261,183,8.1,5.5
6059075401,"Census Tract 754.01, Orange County, California",4095,321,380,226,9.3,5.4
6059075403,"Census Tract 754.03, Orange County, California",7087,588,529,331,7.5,4.4
6059075404,"Census Tract 754.04, Orange County, California",6492,458,741,437,11.4,6.7
6059075405,"Census Tract 754.05, Orange County, California",3035,235,240,145,7.9,4.7
6059075504,"Census Tract 755.04, Orange County, California",4057,256,286,147,7,3.6
6059075505,"Census Tract 755.05, Orange County, California",3489,269,290,106,8.3,3.1
6059075506,"Census Tract 755.06, Orange County, California",3509,244,177,93,5,2.6
6059075507,"Census Tract 755.07, Orange County, California",5538,381,729,251,13.2,4.4
6059075512,"Census Tract 755.12, Orange County, California",4135,316,992,391,24,8.8
6059075513,"Census Tract 755.13, Orange County, California",5171,386,507,198,9.8,3.8
6059075514,"Census Tract 755.14, Orange County, California",3858,257,1148,446,29.8,10.7
6059075515,"Census Tract 755.15, Orange County, California",18771,1539,3639,1797,19.4,8.3
6059075603,"Census Tract 756.03, Orange County, California",4030,231,270,129,6.7,3.2
6059075604,"Census Tract 756.04, Orange County, California",8024,562,214,146,2.7,1.8
6059075605,"Census Tract 756.05, Orange County, California",5750,424,352,231,6.1,3.9
6059075606,"Census Tract 756.06, Orange County, California",6547,497,348,197,5.3,3
6059075607,"Census Tract 756.07, Orange County, California",6421,522,886,356,13.8,5.3
6059075701,"Census Tract 757.01, Orange County, California",7360,707,443,264,6,3.4
6059075702,"Census Tract 757.02, Orange County, California",3453,234,72,55,2.1,1.6
6059075703,"Census Tract 757.03, Orange County, California",4195,227,132,89,3.1,2.1
6059075805,"Census Tract 758.05, Orange County, California",4178,574,947,561,22.7,11.5
6059075806,"Census Tract 758.06, Orange County, California",6529,703,1027,549,15.7,8.1
6059075807,"Census Tract 758.07, Orange County, California",3981,302,281,199,7.1,4.9
6059075808,"Census Tract 758.08, Orange County, California",3374,255,210,128,6.2,3.7
6059075809,"Census Tract 758.09, Orange County, California",2866,218,105,79,3.7,2.7
6059075810,"Census Tract 758.10, Orange County, California",3203,254,266,169,8.3,5
6059075811,"Census Tract 758.11, Orange County, California",3218,242,584,221,18.1,6.5
6059075812,"Census Tract 758.12, Orange County, California",6359,369,1064,434,16.7,6.4
6059075813,"Census Tract 758.13, Orange County, California",4864,280,271,176,5.6,3.6
6059075814,"Census Tract 758.14, Orange County, California",2934,231,142,87,4.8,2.9
6059075815,"Census Tract 758.15, Orange County, California",5325,448,576,275,10.8,4.9
6059075816,"Census Tract 758.16, Orange County, California",3946,282,677,357,17.2,8.6
6059075901,"Census Tract 759.01, Orange County, California",4094,375,987,314,24.1,7
6059075902,"Census Tract 759.02, Orange County, California",6813,606,1248,519,18.3,7.4
6059076000,"Census Tract 760, Orange County, California",9138,552,1379,587,15.1,6.1
6059076101,"Census Tract 761.01, Orange County, California",10338,788,1319,431,12.8,4.4
6059076102,"Census Tract 761.02, Orange County, California",4527,407,879,259,19.4,5.9
6059076103,"Census Tract 761.03, Orange County, California",9101,832,1927,626,21.2,6.7
6059076201,"Census Tract 762.01, Orange County, California",7767,533,510,316,6.6,4.1
6059076202,"Census Tract 762.02, Orange County, California",5965,455,442,189,7.4,3.2
6059076204,"Census Tract 762.04, Orange County, California",4715,461,1088,473,23.1,9.6
6059076205,"Census Tract 762.05, Orange County, California",4923,387,689,280,14,5.5
6059076206,"Census Tract 762.06, Orange County, California",4845,426,554,303,11.4,6
6059076208,"Census Tract 762.08, Orange County, California",5591,352,684,298,12.2,5
6059086301,"Census Tract 863.01, Orange County, California",6806,436,1066,479,15.7,7
6059086303,"Census Tract 863.03, Orange County, California",6898,569,1036,371,15,5.5
6059086304,"Census Tract 863.04, Orange County, California",4789,279,757,268,15.8,5.4
6059086305,"Census Tract 863.05, Orange County, California",4114,348,504,260,12.3,6.1
6059086306,"Census Tract 863.06, Orange County, California",4746,877,642,297,13.5,7
6059086402,"Census Tract 864.02, Orange County, California",5520,418,971,473,17.6,8.4
6059086404,"Census Tract 864.04, Orange County, California",6815,681,885,533,13,7.6
6059086405,"Census Tract 864.05, Orange County, California",7521,450,1974,540,26.2,7.3
6059086406,"Census Tract 864.06, Orange County, California",4220,297,498,205,11.8,4.7
6059086407,"Census Tract 864.07, Orange County, California",6654,605,1043,580,15.7,8.4
6059086501,"Census Tract 865.01, Orange County, California",4347,454,779,390,17.9,8.3
6059086502,"Census Tract 865.02, Orange County, California",6276,507,1759,474,28,7
6059086601,"Census Tract 866.01, Orange County, California",10081,671,2626,859,26,8.2
6059086602,"Census Tract 866.02, Orange County, California",6391,469,1227,474,19.2,7.1
6059086701,"Census Tract 867.01, Orange County, California",9172,673,1086,735,11.8,8
6059086702,"Census Tract 867.02, Orange County, California",7471,480,1309,500,17.5,6.4
6059086801,"Census Tract 868.01, Orange County, California",3577,307,191,107,5.3,3.2
6059086802,"Census Tract 868.02, Orange County, California",5784,335,894,585,15.5,10.2
6059086803,"Census Tract 868.03, Orange County, California",9399,1119,1652,618,17.6,6.4
6059086901,"Census Tract 869.01, Orange County, California",8424,536,2221,553,26.4,6.5
6059086902,"Census Tract 869.02, Orange County, California",5533,428,594,279,10.7,5.2
6059086903,"Census Tract 869.03, Orange County, California",7361,453,1282,398,17.4,5.5
6059087001,"Census Tract 870.01, Orange County, California",5197,505,979,319,18.8,5.6
6059087002,"Census Tract 870.02, Orange County, California",7726,733,1040,482,13.5,6.5
6059087101,"Census Tract 871.01, Orange County, California",4743,404,523,195,11,4.1
6059087102,"Census Tract 871.02, Orange County, California",6611,405,1181,431,17.9,6.2
6059087103,"Census Tract 871.03, Orange County, California",7932,784,1039,475,13.1,5.9
6059087105,"Census Tract 871.05, Orange County, California",4258,473,922,383,21.7,9.4
6059087106,"Census Tract 871.06, Orange County, California",4855,368,815,362,16.8,7.7
6059087200,"Census Tract 872, Orange County, California",7710,600,1228,505,15.9,6.6
6059087300,"Census Tract 873, Orange County, California",10253,955,2019,626,19.7,5.9
6059087401,"Census Tract 874.01, Orange County, California",5006,368,438,260,8.7,5
6059087403,"Census Tract 874.03, Orange County, California",3363,333,857,267,25.5,7.1
6059087404,"Census Tract 874.04, Orange County, California",4301,386,1073,331,24.9,7
6059087405,"Census Tract 874.05, Orange County, California",5939,559,1742,481,29.3,8
6059087503,"Census Tract 875.03, Orange County, California",6554,618,768,322,11.7,4.8
6059087504,"Census Tract 875.04, Orange County, California",7326,519,2514,492,34.3,5.9
6059087505,"Census Tract 875.05, Orange County, California",4895,336,1188,513,24.3,10.8
6059087601,"Census Tract 876.01, Orange County, California",5206,431,1111,452,21.3,8.4
6059087602,"Census Tract 876.02, Orange County, California",7576,601,1752,636,23.1,8.4
6059087701,"Census Tract 877.01, Orange County, California",5815,393,722,256,12.4,4.5
6059087703,"Census Tract 877.03, Orange County, California",6050,509,1022,598,16.9,9.2
6059087704,"Census Tract 877.04, Orange County, California",4424,311,273,198,6.2,4.4
6059087801,"Census Tract 878.01, Orange County, California",5127,362,601,235,11.7,4.7
6059087802,"Census Tract 878.02, Orange County, California",7449,704,1642,880,22,10.8
6059087803,"Census Tract 878.03, Orange County, California",5470,473,1821,627,33.3,10.4
6059087805,"Census Tract 878.05, Orange County, California",6753,556,1092,479,16.2,6.6
6059087806,"Census Tract 878.06, Orange County, California",5876,553,1008,378,17.2,6.4
6059087901,"Census Tract 879.01, Orange County, California",3950,420,857,499,21.7,11.5
6059087902,"Census Tract 879.02, Orange County, California",5917,503,1487,522,25.1,8.6
6059088001,"Census Tract 880.01, Orange County, California",4748,456,662,312,13.9,6.4
6059088002,"Census Tract 880.02, Orange County, California",3814,320,548,250,14.4,6.2
6059088101,"Census Tract 881.01, Orange County, California",2177,183,238,125,10.9,5.8
6059088104,"Census Tract 881.04, Orange County, California",4908,314,813,331,16.6,6.4
6059088105,"Census Tract 881.05, Orange County, California",4666,342,785,339,16.8,6.7
6059088106,"Census Tract 881.06, Orange County, California",5087,384,692,275,13.6,5.5
6059088107,"Census Tract 881.07, Orange County, California",5639,447,987,399,17.5,6.8
6059088201,"Census Tract 882.01, Orange County, California",4394,318,1388,378,31.6,8
6059088202,"Census Tract 882.02, Orange County, California",3217,241,381,211,11.8,6.4
6059088203,"Census Tract 882.03, Orange County, California",5309,309,989,425,18.6,7.8
6059088301,"Census Tract 883.01, Orange County, California",6853,707,928,363,13.5,5
6059088302,"Census Tract 883.02, Orange County, California",6374,359,452,157,7.1,2.5
6059088401,"Census Tract 884.01, Orange County, California",6036,414,800,548,13.3,8.5
6059088402,"Census Tract 884.02, Orange County, California",4998,491,1221,455,24.4,8.1
6059088403,"Census Tract 884.03, Orange County, California",7601,570,1150,412,15.1,5.6
6059088501,"Census Tract 885.01, Orange County, California",6852,505,1140,425,16.6,5.7
6059088502,"Census Tract 885.02, Orange County, California",5103,401,1079,311,21.1,6.4
6059088601,"Census Tract 886.01, Orange County, California",6448,410,803,277,12.5,4.4
6059088602,"Census Tract 886.02, Orange County, California",4331,306,535,218,12.4,5
6059088701,"Census Tract 887.01, Orange County, California",6158,307,1541,368,25,5.7
6059088702,"Census Tract 887.02, Orange County, California",6458,445,773,224,12,3.6
6059088801,"Census Tract 888.01, Orange County, California",7607,385,1430,513,18.8,6.7
6059088802,"Census Tract 888.02, Orange County, California",5333,398,1289,393,24.2,6.8
6059088901,"Census Tract 889.01, Orange County, California",7142,507,1611,479,22.6,6.4
6059088902,"Census Tract 889.02, Orange County, California",4378,316,817,289,18.7,6.5
6059088903,"Census Tract 889.03, Orange County, California",8853,503,1586,494,17.9,5.2
6059088904,"Census Tract 889.04, Orange County, California",5761,444,1085,332,18.8,5.6
6059088905,"Census Tract 889.05, Orange County, California",5456,620,983,268,18,5
6059089001,"Census Tract 890.01, Orange County, California",7658,503,1468,474,19.2,5.7
6059089003,"Census Tract 890.03, Orange County, California",3794,311,748,256,19.7,6.7
6059089004,"Census Tract 890.04, Orange County, California",7324,587,1628,610,22.2,7.7
6059089102,"Census Tract 891.02, Orange County, California",6783,482,883,414,13,6.2
6059089104,"Census Tract 891.04, Orange County, California",6098,532,1384,442,22.7,7.3
6059089105,"Census Tract 891.05, Orange County, California",6480,478,1748,484,27,7.3
6059089106,"Census Tract 891.06, Orange County, California",4184,263,725,258,17.3,6
6059089107,"Census Tract 891.07, Orange County, California",5353,394,445,188,8.3,3.5
6059099202,"Census Tract 992.02, Orange County, California",8430,595,2246,663,26.6,7.8
6059099203,"Census Tract 992.03, Orange County, California",6330,572,931,367,14.7,6.1
6059099204,"Census Tract 992.04, Orange County, California",4466,348,518,206,11.6,4.5
6059099212,"Census Tract 992.12, Orange County, California",5325,349,740,372,13.9,6.7
6059099214,"Census Tract 992.14, Orange County, California",3561,292,122,62,3.4,1.8
6059099215,"Census Tract 992.15, Orange County, California",5172,391,273,140,5.3,2.7
6059099216,"Census Tract 992.16, Orange County, California",4394,290,120,64,2.7,1.4
6059099217,"Census Tract 992.17, Orange County, California",2448,176,87,59,3.6,2.3
6059099220,"Census Tract 992.20, Orange County, California",5456,564,413,234,7.6,4.2
6059099222,"Census Tract 992.22, Orange County, California",5476,405,882,333,16.1,6
6059099223,"Census Tract 992.23, Orange County, California",4731,327,1058,262,22.4,5.2
6059099224,"Census Tract 992.24, Orange County, California",3627,255,120,82,3.3,2.2
6059099225,"Census Tract 992.25, Orange County, California",3379,245,273,194,8.1,5.7
6059099226,"Census Tract 992.26, Orange County, California",4383,287,488,218,11.1,5.2
6059099227,"Census Tract 992.27, Orange County, California",5931,455,747,334,12.6,5.5
6059099229,"Census Tract 992.29, Orange County, California",6090,397,711,364,11.7,5.9
