Id2,Geography,Total number of households,Total number of households- MOE,Median income (dollars); All households,Median income (dollars)- MOE; All households
6067009404,"Census Tract 94.04, Sacramento County, California",1773,133,106716,15281
6067009405,"Census Tract 94.05, Sacramento County, California",3289,162,60228,5391
6067009406,"Census Tract 94.06, Sacramento County, California",719,44,87745,12986
6067009501,"Census Tract 95.01, Sacramento County, California",832,35,59107,9910
6067009502,"Census Tract 95.02, Sacramento County, California",2065,111,76335,10047
6067009503,"Census Tract 95.03, Sacramento County, California",1172,79,39306,12775
6067009504,"Census Tract 95.04, Sacramento County, California",693,73,48180,10014
6067009601,"Census Tract 96.01, Sacramento County, California",1790,86,57258,10351
6067009604,"Census Tract 96.04, Sacramento County, California",10764,362,85217,3824
6067009605,"Census Tract 96.05, Sacramento County, California",148,48,50833,30833
6067009606,"Census Tract 96.06, Sacramento County, California",2306,154,40978,9571
6067009607,"Census Tract 96.07, Sacramento County, California",2469,153,41448,3159
6067009608,"Census Tract 96.08, Sacramento County, California",1628,141,60813,10095
6067009609,"Census Tract 96.09, Sacramento County, California",1465,65,70199,10083
6067009610,"Census Tract 96.10, Sacramento County, California",1707,94,55795,6750
6067009611,"Census Tract 96.11, Sacramento County, California",890,51,76667,14296
6067009612,"Census Tract 96.12, Sacramento County, California",1496,82,69423,8756
6067009613,"Census Tract 96.13, Sacramento County, California",941,54,63984,20151
6067009614,"Census Tract 96.14, Sacramento County, California",1980,76,71618,9948
6067009615,"Census Tract 96.15, Sacramento County, California",2453,89,81191,7216
6067009616,"Census Tract 96.16, Sacramento County, California",1739,70,77277,10363
6067009617,"Census Tract 96.17, Sacramento County, California",1079,85,98958,25101
6067009618,"Census Tract 96.18, Sacramento County, California",1390,47,70319,11128
6067009619,"Census Tract 96.19, Sacramento County, California",2366,91,80602,7560
6067009700,"Census Tract 97, Sacramento County, California",1030,89,44563,9551
6067009800,"Census Tract 98, Sacramento County, California",931,102,51917,10889
6069000100,"Census Tract 1, San Benito County, California",1447,258,69519,14778
6069000200,"Census Tract 2, San Benito County, California",1677,308,85601,12200
6069000300,"Census Tract 3, San Benito County, California",971,108,50564,10657
6069000400,"Census Tract 4, San Benito County, California",1952,149,52604,8830
6069000500,"Census Tract 5, San Benito County, California",3218,208,72738,16774
6069000600,"Census Tract 6, San Benito County, California",2682,124,76783,5047
6069000700,"Census Tract 7, San Benito County, California",2776,152,57550,13606
6069000800,"Census Tract 8, San Benito County, California",1948,271,84310,11664
6071000103,"Census Tract 1.03, San Bernardino County, California",1563,101,77134,11194
6071000104,"Census Tract 1.04, San Bernardino County, California",1808,51,99359,11927
6071000105,"Census Tract 1.05, San Bernardino County, California",1782,76,109018,12855
6071000106,"Census Tract 1.06, San Bernardino County, California",3323,108,118598,11623
6071000107,"Census Tract 1.07, San Bernardino County, California",893,60,93355,17852
6071000108,"Census Tract 1.08, San Bernardino County, California",1617,78,93685,8574
6071000109,"Census Tract 1.09, San Bernardino County, California",2023,83,94095,9536
6071000110,"Census Tract 1.10, San Bernardino County, California",3136,143,66775,7500
6071000111,"Census Tract 1.11, San Bernardino County, California",778,62,128971,10870
6071000112,"Census Tract 1.12, San Bernardino County, California",5138,169,113774,6434
6071000201,"Census Tract 2.01, San Bernardino County, California",1188,74,51175,4055
6071000202,"Census Tract 2.02, San Bernardino County, California",4545,210,59710,4731
6071000301,"Census Tract 3.01, San Bernardino County, California",1978,100,40441,6687
6071000303,"Census Tract 3.03, San Bernardino County, California",1798,89,47184,9057
6071000304,"Census Tract 3.04, San Bernardino County, California",1368,102,56404,10049
6071000401,"Census Tract 4.01, San Bernardino County, California",1909,95,82654,11770
6071000402,"Census Tract 4.02, San Bernardino County, California",3107,192,66639,10660
6071000500,"Census Tract 5, San Bernardino County, California",5240,205,76605,7032
6071000601,"Census Tract 6.01, San Bernardino County, California",3608,128,51921,5095
6071000602,"Census Tract 6.02, San Bernardino County, California",2392,142,50679,5753
6071000700,"Census Tract 7, San Bernardino County, California",174,74,59545,54302
6071000804,"Census Tract 8.04, San Bernardino County, California",1256,71,93750,9537
6071000805,"Census Tract 8.05, San Bernardino County, California",2436,124,118750,20345
6071000806,"Census Tract 8.06, San Bernardino County, California",2483,113,92453,9413
6071000807,"Census Tract 8.07, San Bernardino County, California",2847,143,93992,15007
6071000808,"Census Tract 8.08, San Bernardino County, California",1930,89,69392,15370
6071000809,"Census Tract 8.09, San Bernardino County, California",3007,150,79761,7275
6071000810,"Census Tract 8.10, San Bernardino County, California",4998,193,44856,3886
6071000811,"Census Tract 8.11, San Bernardino County, California",2706,134,46500,10793
6071000812,"Census Tract 8.12, San Bernardino County, California",1378,49,98000,9439
6071000900,"Census Tract 9, San Bernardino County, California",4210,142,50135,4536
6071001000,"Census Tract 10, San Bernardino County, California",2916,155,47500,7263
6071001100,"Census Tract 11, San Bernardino County, California",4401,203,56347,5167
6071001200,"Census Tract 12, San Bernardino County, California",1613,98,64213,9031
6071001301,"Census Tract 13.01, San Bernardino County, California",2857,112,57336,5859
6071001303,"Census Tract 13.03, San Bernardino County, California",3769,145,48874,4869
6071001304,"Census Tract 13.04, San Bernardino County, California",2247,127,73906,10219
6071001400,"Census Tract 14, San Bernardino County, California",904,99,37130,9807
6071001500,"Census Tract 15, San Bernardino County, California",3289,160,41773,5463
6071001600,"Census Tract 16, San Bernardino County, California",1429,110,39290,5905
6071001701,"Census Tract 17.01, San Bernardino County, California",4880,190,56233,7568
6071001702,"Census Tract 17.02, San Bernardino County, California",1582,93,65625,8367
6071001703,"Census Tract 17.03, San Bernardino County, California",1863,118,78655,5269
6071001801,"Census Tract 18.01, San Bernardino County, California",3225,192,43463,8167
6071001802,"Census Tract 18.02, San Bernardino County, California",5477,165,74874,6086
6071001803,"Census Tract 18.03, San Bernardino County, California",909,97,39563,7512
6071001900,"Census Tract 19, San Bernardino County, California",6574,244,93487,5744
6071002002,"Census Tract 20.02, San Bernardino County, California",3710,109,91080,10991
6071002003,"Census Tract 20.03, San Bernardino County, California",4559,143,99946,8979
6071002004,"Census Tract 20.04, San Bernardino County, California",2956,100,86818,13234
6071002005,"Census Tract 20.05, San Bernardino County, California",7849,236,57162,5673
6071002006,"Census Tract 20.06, San Bernardino County, California",6582,217,78726,10042
6071002007,"Census Tract 20.07, San Bernardino County, California",10121,271,91499,5709
6071002008,"Census Tract 20.08, San Bernardino County, California",3286,102,95500,12247
6071002009,"Census Tract 20.09, San Bernardino County, California",6256,228,114909,9662
6071002010,"Census Tract 20.10, San Bernardino County, California",1773,114,97956,11073
6071002100,"Census Tract 21, San Bernardino County, California",11416,364,49195,1840
6071002201,"Census Tract 22.01, San Bernardino County, California",3618,134,80115,8417
6071002203,"Census Tract 22.03, San Bernardino County, California",504,55,65577,36259
6071002204,"Census Tract 22.04, San Bernardino County, California",1570,94,50119,9632
6071002301,"Census Tract 23.01, San Bernardino County, California",1914,103,63136,9924
6071002302,"Census Tract 23.02, San Bernardino County, California",1933,110,63290,7639
6071002303,"Census Tract 23.03, San Bernardino County, California",6607,259,86938,6446
6071002401,"Census Tract 24.01, San Bernardino County, California",1823,84,56309,9034
6071002402,"Census Tract 24.02, San Bernardino County, California",1777,109,36966,8748
6071002501,"Census Tract 25.01, San Bernardino County, California",1279,87,48621,4531
6071002502,"Census Tract 25.02, San Bernardino County, California",1458,85,59028,4833
6071002601,"Census Tract 26.01, San Bernardino County, California",2222,138,72941,12410
6071002602,"Census Tract 26.02, San Bernardino County, California",1853,67,63646,10959
6071002603,"Census Tract 26.03, San Bernardino County, California",4516,195,68519,5564
6071002701,"Census Tract 27.01, San Bernardino County, California",4187,147,91117,4256
6071002702,"Census Tract 27.02, San Bernardino County, California",2992,137,74982,9670
6071002800,"Census Tract 28, San Bernardino County, California",3231,157,39602,3987
6071002901,"Census Tract 29.01, San Bernardino County, California",1013,81,48956,3174
6071002902,"Census Tract 29.02, San Bernardino County, California",1640,85,44265,7301
6071003000,"Census Tract 30, San Bernardino County, California",876,55,32442,10566
6071003100,"Census Tract 31, San Bernardino County, California",2481,92,43946,7204
6071003200,"Census Tract 32, San Bernardino County, California",1870,110,62273,10546
6071003300,"Census Tract 33, San Bernardino County, California",3072,91,40208,8599
6071003401,"Census Tract 34.01, San Bernardino County, California",1657,67,51581,9540
6071003402,"Census Tract 34.02, San Bernardino County, California",2451,149,37350,5094
6071003403,"Census Tract 34.03, San Bernardino County, California",1044,79,50588,15577
6071003501,"Census Tract 35.01, San Bernardino County, California",3376,167,44417,3102
6071003502,"Census Tract 35.02, San Bernardino County, California",3929,199,49814,4207
6071003601,"Census Tract 36.01, San Bernardino County, California",4712,196,45735,5433
6071003602,"Census Tract 36.02, San Bernardino County, California",3378,151,57538,7261
6071003700,"Census Tract 37, San Bernardino County, California",1261,79,26460,1974
6071003800,"Census Tract 38, San Bernardino County, California",3323,183,48423,4620
6071003900,"Census Tract 39, San Bernardino County, California",1315,85,44918,5643
6071004000,"Census Tract 40, San Bernardino County, California",3830,138,46613,4582
6071004100,"Census Tract 41, San Bernardino County, California",3577,167,45208,8689
6071004201,"Census Tract 42.01, San Bernardino County, California",1463,100,32225,6803
6071004202,"Census Tract 42.02, San Bernardino County, California",1376,88,31923,6617
6071004300,"Census Tract 43, San Bernardino County, California",2116,99,36269,6667
6071004401,"Census Tract 44.01, San Bernardino County, California",1023,93,54567,10569
6071004402,"Census Tract 44.02, San Bernardino County, California",2831,130,36741,2913
6071004502,"Census Tract 45.02, San Bernardino County, California",5920,227,50349,3840
6071004503,"Census Tract 45.03, San Bernardino County, California",867,87,97891,12127
6071004504,"Census Tract 45.04, San Bernardino County, California",2283,89,75550,6883
6071004601,"Census Tract 46.01, San Bernardino County, California",2345,96,54312,8126
6071004602,"Census Tract 46.02, San Bernardino County, California",3540,166,52420,4253
6071004700,"Census Tract 47, San Bernardino County, California",1350,89,30581,3309
6071004800,"Census Tract 48, San Bernardino County, California",722,77,29298,9162
6071004900,"Census Tract 49, San Bernardino County, California",1712,108,29490,6171
6071005000,"Census Tract 50, San Bernardino County, California",476,78,27357,12173
6071005100,"Census Tract 51, San Bernardino County, California",2707,126,52201,15765
6071005200,"Census Tract 52, San Bernardino County, California",1339,73,49485,13568
